LakeID,LakeName,latitude,longitude
1151,,65.90820000000,-91.21090000000
9910440,,65.98250000000,-98.63070000000
9910202,Garry( Upper),65.80020000000,-100.50900000000
9910092,Pelly,65.90150000000,-101.32800000000
1260,Deep Rose,65.69700000000,-98.68830000000
1403,,65.60950000000,-97.77680000000
9334,,65.53910000000,-99.29420000000
1295,Hansine,65.61800000000,-85.65510000000
1552,,65.52390000000,-71.94620000000
1701,,65.49450000000,-100.10200000000
863,Itchen,65.49660000000,-112.90700000000
942,Mahony,65.51290000000,-125.35900000000
1116,Nose,65.36880000000,-109.03200000000
1930,,64.99390000000,-96.46990000000
1356,,65.38560000000,-126.13300000000
9910001,Hottah,65.04350000000,-118.44100000000
1370,,65.22060000000,-99.68210000000
747,Imuruk Basin,65.12890000000,-165.67600000000
1347,,65.10430000000,-102.31300000000
9910058,,65.14600000000,-95.32990000000
263,Tehek,64.93290000000,-95.61490000000
1924,,65.01730000000,-103.01300000000
1064,,64.78710000000,-75.47830000000
14283,,64.76850000000,-110.78500000000
5665,Yamba,64.94110000000,-111.26200000000
487,Hardish,64.52870000000,-117.87600000000
1334,Luran,64.85340000000,-93.05010000000
4878,Schultz,64.75170000000,-97.42120000000
778,Mingo,64.52860000000,-72.25400000000
1473,Birch,64.62710000000,-121.60300000000
11254,,64.79700000000,-113.38200000000
9910442,Beverly,64.57080000000,-100.50500000000
323,Point,64.78770000000,-112.10200000000
272,Gras,64.53240000000,-109.97700000000
1157,Whitehills,64.57990000000,-96.03640000000
2841,,64.16400000000,-117.51200000000
10716,,64.18180000000,-114.02700000000
808,Blackwater,63.86000000000,-123.00500000000
73,Mackay,63.85250000000,-110.89100000000
1216,Ingray,64.14880000000,-116.20200000000
9910003,Aylmer,64.12650000000,-108.51600000000
459,Keller,63.92890000000,-121.57100000000
273,Wharton,64.01300000000,-99.78020000000
2138,,64.08900000000,-91.67130000000
672,Pitz,63.86820000000,-96.59470000000
1294,,64.21830000000,-115.02000000000
408,Mallery,63.97880000000,-98.38750000000
690,Grandin,63.97750000000,-119.04300000000
1136,,63.73280000000,-109.70100000000
1688,,63.89610000000,-113.80600000000
451,Faber,63.93160000000,-117.28000000000
379,Princess Mary,63.96120000000,-97.42470000000
363,Tebesjuak,63.70410000000,-98.78420000000
1340,,63.53690000000,-111.30500000000
9910080,,63.59160000000,-96.45810000000
9910004,Clinton Colden,63.95160000000,-107.46700000000
1371,,63.49030000000,-106.82200000000
771,Ford,63.34100000000,-97.29410000000
452,Fletcher,63.57580000000,-108.71800000000
1721,,63.31890000000,-100.05000000000
10795,,63.40090000000,-94.71270000000
1475,Campbell,63.26590000000,-106.77400000000
3098,,63.33660000000,-112.30000000000
1052,,63.29630000000,-106.35600000000
268,Tulemalu,62.93360000000,-99.44020000000
967,,63.02400000000,-118.32900000000
1435,Fish,63.20000000000,-122.43400000000
1563,,63.07470000000,-92.35340000000
11579,Tyrrell,63.12110000000,-105.48900000000
1040,Gordon,63.06560000000,-113.20200000000
633,,63.10370000000,-92.80470000000
803,Nutarawit,63.02310000000,-98.17770000000
338,Artillery,63.19020000000,-107.80700000000
1387,,62.80280000000,-104.37300000000
1067,,62.93670000000,-96.95110000000
1486,Bulmer,62.79790000000,-120.77100000000
318,Kaminuriak,62.82810000000,-95.78880000000
9910072,,62.44300000000,-102.64600000000
539,White Fish,62.69520000000,-106.78900000000
280,Kamilukuak,62.27210000000,-101.72000000000
587,Mosquito,62.57510000000,-103.33100000000
1070,Mary,62.37950000000,-103.48100000000
570,,62.35100000000,-106.37800000000
350,Kaminak,62.09900000000,-95.09730000000
9910089,Nowleye,62.36000000000,-101.21600000000
674,Aggikani,62.39940000000,-100.26100000000
1242,,62.24260000000,-107.63800000000
1575,Sid,62.26220000000,-104.11600000000
425,Carey,62.14750000000,-103.13400000000
179,Angikuni,62.25060000000,-99.95780000000
1313,,62.27250000000,-102.24600000000
1119,Willow,62.17730000000,-119.15000000000
1513,,62.14160000000,-97.52510000000
1410,Barlow,62.00620000000,-102.96800000000
3373,,61.97820000000,-102.34500000000
1055,Tazlina Lake,61.84720000000,-146.47800000000
1658,,61.95080000000,-110.35100000000
846,,61.74360000000,-102.27200000000
1320,Boyd,61.55940000000,-103.24700000000
9910050,North Henik,61.71660000000,-97.71770000000
235,Nonacho,61.54320000000,-109.33200000000
856,,61.39980000000,-102.60400000000
326,Maguse,61.48260000000,-95.03380000000
462,Kluane,61.24470000000,-138.70400000000
1323,,61.60550000000,-110.78200000000
866,Laberge,61.15810000000,-135.17500000000
2573,,61.28420000000,-102.32900000000
601,Hicks,61.38290000000,-99.91700000000
1145,Aishihik,61.42990000000,-137.11700000000
247,Ennadai,60.77320000000,-101.57000000000
12365,Watterson,61.18540000000,-99.42490000000
223,South Henik,61.24340000000,-97.28150000000
1845,Kayigyalik Lake,60.96120000000,-162.51800000000
1015,Aropuk Lake,61.17520000000,-163.72100000000
717,Nantais,60.97810000000,-73.95850000000
532,,60.93010000000,-117.68800000000
979,,61.07370000000,-110.09800000000
1570,,60.83930000000,-97.99650000000
9900025,Kagalurpak Lake,60.92590000000,-163.99300000000
9270,,60.91340000000,-163.74700000000
1246,Nunavakpak Lake,60.80310000000,-162.62600000000
225,Wholdaia,60.58160000000,-104.15500000000
9910051,,60.93760000000,-104.41700000000
917,Tatinnai,60.92130000000,-97.68560000000
362,Trout,60.49440000000,-121.31400000000
316,Tathlina,60.53600000000,-117.53900000000
1706,,60.60570000000,-74.88680000000
