"Date","Year","Month","Basin_Mean","Basin_Median","Basin_Min","Basin_Max","Basin_SD","Valid_Pixels","Total_Pixels","Coverage_Pct","Date_formatted"
"1956-06",1956,6,0.614,0.946,-1.339,1.518,0.826,863,863,100,1956-06-01
"1956-07",1956,7,0.608,0.843,-1.416,1.695,0.867,863,863,100,1956-07-01
"1956-08",1956,8,0.674,1.015,-1.622,1.745,0.954,863,863,100,1956-08-01
"1956-09",1956,9,0.783,1.123,-2.086,2.036,1.12,863,863,100,1956-09-01
"1956-10",1956,10,0.661,1.022,-2.195,2.175,1.131,863,863,100,1956-10-01
"1956-11",1956,11,0.551,0.824,-2.161,2.181,1.068,863,863,100,1956-11-01
"1956-12",1956,12,-0.327,-0.34,-1.503,1.051,0.6,863,863,100,1956-12-01
"1957-01",1957,1,-0.019,-0.029,-0.979,1.01,0.445,863,863,100,1957-01-01
"1957-02",1957,2,0.058,0.063,-1.03,1.037,0.464,863,863,100,1957-02-01
"1957-03",1957,3,0.142,0.15,-0.894,0.889,0.434,863,863,100,1957-03-01
"1957-04",1957,4,0.152,0.151,-1.14,1.153,0.536,863,863,100,1957-04-01
"1957-05",1957,5,0.191,0.141,-1.216,1.338,0.629,863,863,100,1957-05-01
"1957-06",1957,6,-0.024,-0.09,-1.002,1.387,0.528,863,863,100,1957-06-01
"1957-07",1957,7,-0.338,-0.361,-1.13,0.78,0.452,863,863,100,1957-07-01
"1957-08",1957,8,-0.751,-0.929,-2.053,1.684,0.943,863,863,100,1957-08-01
"1957-09",1957,9,-0.412,-0.434,-1.589,1.277,0.652,863,863,100,1957-09-01
"1957-10",1957,10,-0.133,-0.102,-1.286,1.215,0.578,863,863,100,1957-10-01
"1957-11",1957,11,-0.153,-0.161,-1.215,1.014,0.517,863,863,100,1957-11-01
"1957-12",1957,12,-0.541,-0.656,-1.663,1.464,0.781,863,863,100,1957-12-01
"1958-01",1958,1,-0.63,-0.841,-1.552,1.395,0.792,863,863,100,1958-01-01
"1958-02",1958,2,-0.636,-0.944,-1.731,1.65,0.916,863,863,100,1958-02-01
"1958-03",1958,3,-0.517,-0.852,-1.583,1.495,0.91,863,863,100,1958-03-01
"1958-04",1958,4,-0.364,-0.566,-1.35,1.147,0.689,863,863,100,1958-04-01
"1958-05",1958,5,0.131,0.092,-0.614,0.908,0.269,863,863,100,1958-05-01
"1958-06",1958,6,0.279,0.245,-1.227,1.607,0.523,863,863,100,1958-06-01
"1958-07",1958,7,0.745,1.027,-1.963,2.152,0.948,863,863,100,1958-07-01
"1958-08",1958,8,0.463,0.553,-1.502,1.52,0.581,863,863,100,1958-08-01
"1958-09",1958,9,0.073,0.094,-0.813,0.71,0.269,863,863,100,1958-09-01
"1958-10",1958,10,0.19,0.219,-0.669,0.802,0.283,863,863,100,1958-10-01
"1958-11",1958,11,0.56,0.746,-1.259,1.316,0.638,863,863,100,1958-11-01
"1958-12",1958,12,0.132,0.17,-0.665,0.791,0.321,863,863,100,1958-12-01
"1959-01",1959,1,-0.041,-0.037,-0.664,0.615,0.297,863,863,100,1959-01-01
"1959-02",1959,2,0.018,0.033,-0.59,0.562,0.261,863,863,100,1959-02-01
"1959-03",1959,3,-0.135,-0.162,-0.864,0.712,0.274,863,863,100,1959-03-01
"1959-04",1959,4,-0.181,-0.182,-1.042,0.748,0.288,863,863,100,1959-04-01
"1959-05",1959,5,-0.231,-0.254,-1.002,0.597,0.328,863,863,100,1959-05-01
"1959-06",1959,6,-0.658,-0.926,-1.645,1.668,0.898,863,863,100,1959-06-01
"1959-07",1959,7,-0.377,-0.505,-1.324,1.322,0.588,863,863,100,1959-07-01
"1959-08",1959,8,-0.702,-1.055,-1.793,1.783,0.959,863,863,100,1959-08-01
"1959-09",1959,9,-0.77,-1.109,-1.97,2.005,1.076,863,863,100,1959-09-01
"1959-10",1959,10,-0.769,-1.03,-2.004,1.987,1.088,863,863,100,1959-10-01
"1959-11",1959,11,-0.737,-1,-2.027,1.866,1.045,863,863,100,1959-11-01
"1959-12",1959,12,-0.746,-1.111,-1.548,1.421,0.853,863,863,100,1959-12-01
"1960-01",1960,1,-0.394,-0.555,-0.919,0.941,0.451,863,863,100,1960-01-01
"1960-02",1960,2,-0.242,-0.324,-0.693,0.735,0.302,863,863,100,1960-02-01
"1960-03",1960,3,-0.299,-0.327,-1.006,0.959,0.426,863,863,100,1960-03-01
"1960-04",1960,4,-0.143,-0.032,-0.905,0.866,0.373,863,863,100,1960-04-01
"1960-05",1960,5,-0.441,-0.591,-1.105,1.032,0.56,863,863,100,1960-05-01
"1960-06",1960,6,-0.4,-0.583,-0.951,0.848,0.498,863,863,100,1960-06-01
"1960-07",1960,7,-0.022,0.009,-0.696,0.698,0.283,863,863,100,1960-07-01
"1960-08",1960,8,-0.219,-0.31,-0.905,0.821,0.423,863,863,100,1960-08-01
"1960-09",1960,9,0.107,0.121,-0.673,0.792,0.307,863,863,100,1960-09-01
"1960-10",1960,10,-0.234,-0.328,-1.108,0.983,0.514,863,863,100,1960-10-01
"1960-11",1960,11,0.032,0.032,-0.62,0.82,0.317,863,863,100,1960-11-01
"1960-12",1960,12,0.219,0.203,-0.732,0.865,0.317,863,863,100,1960-12-01
"1961-01",1961,1,0.112,0.138,-0.518,0.683,0.258,863,863,100,1961-01-01
"1961-02",1961,2,-0.311,-0.38,-0.968,0.675,0.403,863,863,100,1961-02-01
"1961-03",1961,3,-0.095,-0.092,-0.56,0.285,0.207,863,863,100,1961-03-01
"1961-04",1961,4,0.001,-0.007,-0.636,0.555,0.288,863,863,100,1961-04-01
"1961-05",1961,5,-0.104,-0.12,-0.944,0.551,0.201,863,863,100,1961-05-01
"1961-06",1961,6,0.267,0.415,-0.855,0.904,0.456,863,863,100,1961-06-01
"1961-07",1961,7,0.533,0.766,-1.496,1.44,0.767,863,863,100,1961-07-01
"1961-08",1961,8,0.832,1.252,-2.047,2.018,1.144,863,863,100,1961-08-01
"1961-09",1961,9,0.497,0.784,-1.66,1.664,0.791,863,863,100,1961-09-01
"1961-10",1961,10,0.081,0.136,-0.995,1.069,0.52,863,863,100,1961-10-01
"1961-11",1961,11,0.06,0.099,-0.941,0.961,0.448,863,863,100,1961-11-01
"1961-12",1961,12,0.149,0.237,-1.095,1.1,0.518,863,863,100,1961-12-01
"1962-01",1962,1,-0.373,-0.384,-1.325,1.478,0.504,863,863,100,1962-01-01
"1962-02",1962,2,-0.217,-0.325,-1.201,1.119,0.553,863,863,100,1962-02-01
"1962-03",1962,3,0.069,0.099,-1.484,1.511,0.719,863,863,100,1962-03-01
"1962-04",1962,4,-0.05,-0.15,-1.366,1.438,0.618,863,863,100,1962-04-01
"1962-05",1962,5,-0.013,-0.056,-1.474,1.363,0.669,863,863,100,1962-05-01
"1962-06",1962,6,-0.179,-0.336,-0.938,0.921,0.498,863,863,100,1962-06-01
"1962-07",1962,7,0.059,0.053,-1.544,1.566,0.529,863,863,100,1962-07-01
"1962-08",1962,8,-0.348,-0.43,-1.4,1.087,0.532,863,863,100,1962-08-01
"1962-09",1962,9,-0.18,-0.234,-1.101,1.007,0.395,863,863,100,1962-09-01
"1962-10",1962,10,-0.298,-0.506,-1.153,1.026,0.612,863,863,100,1962-10-01
"1962-11",1962,11,-0.378,-0.478,-1.169,1.075,0.597,863,863,100,1962-11-01
"1962-12",1962,12,-0.515,-0.631,-1.36,1.26,0.724,863,863,100,1962-12-01
"1963-01",1963,1,-0.181,-0.107,-1.11,0.924,0.455,863,863,100,1963-01-01
"1963-02",1963,2,-0.371,-0.496,-1.163,1.009,0.557,863,863,100,1963-02-01
"1963-03",1963,3,-0.289,-0.422,-1.012,0.912,0.5,863,863,100,1963-03-01
"1963-04",1963,4,-0.187,-0.273,-1.067,1.047,0.575,863,863,100,1963-04-01
"1963-05",1963,5,0.158,0.227,-0.622,0.782,0.352,863,863,100,1963-05-01
"1963-06",1963,6,0.339,0.478,-0.882,0.913,0.444,863,863,100,1963-06-01
"1963-07",1963,7,-0.174,-0.219,-0.865,0.481,0.284,863,863,100,1963-07-01
"1963-08",1963,8,-0.07,-0.086,-1.017,0.874,0.386,863,863,100,1963-08-01
"1963-09",1963,9,-0.267,-0.401,-1.278,0.637,0.423,863,863,100,1963-09-01
"1963-10",1963,10,-0.292,-0.315,-1.149,0.476,0.288,863,863,100,1963-10-01
"1963-11",1963,11,-0.432,-0.491,-1.172,0.72,0.411,863,863,100,1963-11-01
"1963-12",1963,12,-0.647,-0.789,-1.608,0.851,0.682,863,863,100,1963-12-01
"1964-01",1964,1,-0.55,-0.697,-1.301,0.949,0.613,863,863,100,1964-01-01
"1964-02",1964,2,-0.667,-0.771,-1.831,1.057,0.7,863,863,100,1964-02-01
"1964-03",1964,3,-0.754,-0.981,-1.885,1.452,0.833,863,863,100,1964-03-01
"1964-04",1964,4,-0.804,-1.031,-2.003,1.566,0.887,863,863,100,1964-04-01
"1964-05",1964,5,-0.603,-0.712,-1.785,1.289,0.707,863,863,100,1964-05-01
"1964-06",1964,6,-0.644,-0.717,-1.912,1.715,0.839,863,863,100,1964-06-01
"1964-07",1964,7,-0.873,-1.122,-2.461,2.213,1.052,863,863,100,1964-07-01
"1964-08",1964,8,-0.856,-1.132,-2.564,2.255,1.091,863,863,100,1964-08-01
"1964-09",1964,9,-1.092,-1.28,-3.347,3.172,1.42,863,863,100,1964-09-01
"1964-10",1964,10,-1.105,-1.376,-2.997,3.013,1.374,863,863,100,1964-10-01
"1964-11",1964,11,-0.752,-0.764,-2.602,2.613,1.086,863,863,100,1964-11-01
"1964-12",1964,12,-0.334,-0.138,-2.112,2.112,0.854,863,863,100,1964-12-01
"1965-01",1965,1,-0.398,-0.214,-2.446,2.424,1.044,863,863,100,1965-01-01
"1965-02",1965,2,-0.636,-0.799,-2.368,2.345,0.949,863,863,100,1965-02-01
"1965-03",1965,3,-0.128,-0.082,-1.279,1.302,0.439,863,863,100,1965-03-01
"1965-04",1965,4,-0.281,-0.332,-1.341,1.295,0.543,863,863,100,1965-04-01
"1965-05",1965,5,-0.22,-0.168,-1.3,1.13,0.363,863,863,100,1965-05-01
"1965-06",1965,6,0.298,0.49,-0.999,1.11,0.528,863,863,100,1965-06-01
"1965-07",1965,7,0.081,0.085,-0.996,1.082,0.399,863,863,100,1965-07-01
"1965-08",1965,8,0.211,0.224,-1.392,1.553,0.545,863,863,100,1965-08-01
"1965-09",1965,9,0.276,0.293,-2.141,2.133,0.702,863,863,100,1965-09-01
"1965-10",1965,10,-0.27,-0.109,-1.431,0.988,0.591,863,863,100,1965-10-01
"1965-11",1965,11,0.135,0.159,-1.207,1.02,0.49,863,863,100,1965-11-01
"1965-12",1965,12,0.048,-0.004,-0.981,0.924,0.466,863,863,100,1965-12-01
"1966-01",1966,1,-0.445,-0.645,-1.253,1.022,0.619,863,863,100,1966-01-01
"1966-02",1966,2,-0.356,-0.501,-0.973,0.849,0.467,863,863,100,1966-02-01
"1966-03",1966,3,-0.66,-0.925,-1.368,1.252,0.708,863,863,100,1966-03-01
"1966-04",1966,4,-0.604,-0.884,-1.214,1.154,0.686,863,863,100,1966-04-01
"1966-05",1966,5,-0.615,-0.853,-1.358,1.206,0.645,863,863,100,1966-05-01
"1966-06",1966,6,-0.452,-0.644,-1.334,1.313,0.565,863,863,100,1966-06-01
"1966-07",1966,7,-0.222,-0.263,-1.105,1.155,0.394,863,863,100,1966-07-01
"1966-08",1966,8,-0.529,-0.763,-1.401,1.33,0.706,863,863,100,1966-08-01
"1966-09",1966,9,-0.45,-0.604,-1.271,1.157,0.582,863,863,100,1966-09-01
"1966-10",1966,10,-0.941,-1.07,-2.117,1.704,1.009,863,863,100,1966-10-01
"1966-11",1966,11,-0.791,-0.993,-1.809,1.566,0.885,863,863,100,1966-11-01
"1966-12",1966,12,-0.773,-1.103,-1.658,1.641,0.932,863,863,100,1966-12-01
"1967-01",1967,1,-0.829,-1.258,-1.627,1.665,0.998,863,863,100,1967-01-01
"1967-02",1967,2,-0.935,-1.42,-1.928,1.782,1.085,863,863,100,1967-02-01
"1967-03",1967,3,-0.805,-1.216,-1.662,1.653,0.954,863,863,100,1967-03-01
"1967-04",1967,4,-0.465,-0.677,-1.075,0.904,0.533,863,863,100,1967-04-01
"1967-05",1967,5,-0.508,-0.707,-1.16,0.928,0.531,863,863,100,1967-05-01
"1967-06",1967,6,0.118,0.173,-0.567,0.757,0.282,863,863,100,1967-06-01
"1967-07",1967,7,0.186,0.323,-0.688,0.924,0.386,863,863,100,1967-07-01
"1967-08",1967,8,0.452,0.699,-1.321,1.288,0.672,863,863,100,1967-08-01
"1967-09",1967,9,0.091,0.155,-0.953,1.063,0.545,863,863,100,1967-09-01
"1967-10",1967,10,-0.41,-0.394,-1.547,0.843,0.462,863,863,100,1967-10-01
"1967-11",1967,11,-0.073,-0.073,-0.715,0.439,0.238,863,863,100,1967-11-01
"1967-12",1967,12,-0.264,-0.203,-1.175,1.079,0.412,863,863,100,1967-12-01
"1968-01",1968,1,-0.658,-0.784,-1.591,1.348,0.632,863,863,100,1968-01-01
"1968-02",1968,2,-0.541,-0.61,-1.524,1.379,0.582,863,863,100,1968-02-01
"1968-03",1968,3,-0.612,-0.821,-1.512,1.426,0.667,863,863,100,1968-03-01
"1968-04",1968,4,-0.796,-1.049,-1.919,1.901,0.838,863,863,100,1968-04-01
"1968-05",1968,5,-0.736,-0.989,-1.738,1.562,0.838,863,863,100,1968-05-01
"1968-06",1968,6,-0.623,-0.706,-1.645,1.488,0.712,863,863,100,1968-06-01
"1968-07",1968,7,-0.481,-0.583,-1.247,1.201,0.528,863,863,100,1968-07-01
"1968-08",1968,8,-0.466,-0.623,-1.245,0.967,0.515,863,863,100,1968-08-01
"1968-09",1968,9,-0.488,-0.667,-1.174,1.009,0.557,863,863,100,1968-09-01
"1968-10",1968,10,-0.961,-1.272,-2.262,1.432,0.989,863,863,100,1968-10-01
"1968-11",1968,11,-0.762,-0.97,-1.856,1.112,0.771,863,863,100,1968-11-01
"1968-12",1968,12,-0.554,-0.691,-1.433,0.874,0.561,863,863,100,1968-12-01
"1969-01",1969,1,-0.13,-0.118,-0.852,0.435,0.255,863,863,100,1969-01-01
"1969-02",1969,2,0.106,0.077,-0.935,0.872,0.357,863,863,100,1969-02-01
"1969-03",1969,3,0.339,0.388,-1.349,1.317,0.583,863,863,100,1969-03-01
"1969-04",1969,4,-0.004,-0.003,-0.731,0.715,0.386,863,863,100,1969-04-01
"1969-05",1969,5,0.367,0.429,-0.861,1.093,0.399,863,863,100,1969-05-01
"1969-06",1969,6,0.573,0.732,-0.896,1.522,0.564,863,863,100,1969-06-01
"1969-07",1969,7,0.861,1.223,-1.299,1.582,0.857,863,863,100,1969-07-01
"1969-08",1969,8,0.251,0.209,-0.656,0.865,0.382,863,863,100,1969-08-01
"1969-09",1969,9,-0.145,-0.064,-1.118,0.95,0.509,863,863,100,1969-09-01
"1969-10",1969,10,0.168,0.143,-0.849,1.231,0.499,863,863,100,1969-10-01
"1969-11",1969,11,-0.135,0.053,-1.303,1.187,0.653,863,863,100,1969-11-01
"1969-12",1969,12,-0.068,0.119,-1.282,1.115,0.667,863,863,100,1969-12-01
"1970-01",1970,1,0.092,0.283,-1.066,1.118,0.623,863,863,100,1970-01-01
"1970-02",1970,2,0.367,0.241,-0.486,1.423,0.577,863,863,100,1970-02-01
"1970-03",1970,3,0.317,0.232,-0.619,1.288,0.556,863,863,100,1970-03-01
"1970-04",1970,4,0.203,0.173,-0.65,0.975,0.479,863,863,100,1970-04-01
"1970-05",1970,5,-0.187,-0.072,-1.584,1.177,0.45,863,863,100,1970-05-01
"1970-06",1970,6,0.378,0.56,-1.356,1.389,0.748,863,863,100,1970-06-01
"1970-07",1970,7,0.203,0.376,-1.021,1.072,0.562,863,863,100,1970-07-01
"1970-08",1970,8,0.323,0.542,-1.233,1.241,0.685,863,863,100,1970-08-01
"1970-09",1970,9,0.316,0.509,-1.088,1.225,0.629,863,863,100,1970-09-01
"1970-10",1970,10,0.651,0.979,-1.364,1.588,0.843,863,863,100,1970-10-01
"1970-11",1970,11,0.791,1.222,-1.374,1.71,0.902,863,863,100,1970-11-01
"1970-12",1970,12,0.81,1.263,-1.518,1.757,0.912,863,863,100,1970-12-01
"1971-01",1971,1,0.186,0.209,-1.113,1.348,0.517,863,863,100,1971-01-01
"1971-02",1971,2,0.164,0.183,-0.821,0.965,0.396,863,863,100,1971-02-01
"1971-03",1971,3,0.047,0.071,-0.59,0.649,0.312,863,863,100,1971-03-01
"1971-04",1971,4,0.079,0.146,-0.555,0.558,0.272,863,863,100,1971-04-01
"1971-05",1971,5,0.353,0.474,-0.876,1.056,0.462,863,863,100,1971-05-01
"1971-06",1971,6,-0.073,-0.082,-0.728,0.636,0.323,863,863,100,1971-06-01
"1971-07",1971,7,-0.024,-0.047,-0.715,1.128,0.372,863,863,100,1971-07-01
"1971-08",1971,8,-0.231,-0.257,-0.838,0.844,0.306,863,863,100,1971-08-01
"1971-09",1971,9,-0.344,-0.389,-1.106,1.132,0.463,863,863,100,1971-09-01
"1971-10",1971,10,-0.216,-0.175,-1.164,1.167,0.383,863,863,100,1971-10-01
"1971-11",1971,11,-0.421,-0.541,-1.216,1.04,0.449,863,863,100,1971-11-01
"1971-12",1971,12,-0.278,-0.262,-1.384,1.369,0.537,863,863,100,1971-12-01
"1972-01",1972,1,-0.301,-0.27,-1.179,1.172,0.4,863,863,100,1972-01-01
"1972-02",1972,2,-0.66,-0.884,-1.575,1.49,0.726,863,863,100,1972-02-01
"1972-03",1972,3,-0.791,-1.085,-1.773,1.782,0.893,863,863,100,1972-03-01
"1972-04",1972,4,-0.876,-1.269,-1.84,1.862,0.99,863,863,100,1972-04-01
"1972-05",1972,5,-0.365,-0.313,-1.457,0.708,0.442,863,863,100,1972-05-01
"1972-06",1972,6,-0.735,-1.086,-1.539,1.343,0.826,863,863,100,1972-06-01
"1972-07",1972,7,-0.806,-1.222,-1.758,1.824,1.009,863,863,100,1972-07-01
"1972-08",1972,8,-0.422,-0.63,-1.07,1.223,0.569,863,863,100,1972-08-01
"1972-09",1972,9,-0.404,-0.519,-1.581,1.636,0.76,863,863,100,1972-09-01
"1972-10",1972,10,-0.125,-0.216,-1.39,1.558,0.652,863,863,100,1972-10-01
"1972-11",1972,11,-0.023,-0.056,-1.31,1.422,0.589,863,863,100,1972-11-01
"1972-12",1972,12,-0.154,-0.201,-1.555,1.572,0.73,863,863,100,1972-12-01
"1973-01",1973,1,-0.435,-0.625,-1.518,1.513,0.734,863,863,100,1973-01-01
"1973-02",1973,2,-0.232,-0.318,-1.134,1.139,0.528,863,863,100,1973-02-01
"1973-03",1973,3,-0.145,-0.19,-0.969,0.821,0.396,863,863,100,1973-03-01
"1973-04",1973,4,-0.009,-0.013,-0.43,0.32,0.132,863,863,100,1973-04-01
"1973-05",1973,5,0.085,0.093,-0.414,0.51,0.204,863,863,100,1973-05-01
"1973-06",1973,6,-0.007,0.035,-0.587,0.366,0.198,863,863,100,1973-06-01
"1973-07",1973,7,0.2,0.266,-0.792,0.81,0.319,863,863,100,1973-07-01
"1973-08",1973,8,0.301,0.411,-0.93,0.998,0.464,863,863,100,1973-08-01
"1973-09",1973,9,-0.266,-0.268,-1.311,0.596,0.419,863,863,100,1973-09-01
"1973-10",1973,10,-0.298,-0.441,-1.299,0.693,0.497,863,863,100,1973-10-01
"1973-11",1973,11,0.092,-0.001,-1.194,1.164,0.497,863,863,100,1973-11-01
"1973-12",1973,12,0.01,-0.076,-0.966,0.903,0.346,863,863,100,1973-12-01
"1974-01",1974,1,-0.229,-0.325,-1.156,1.061,0.546,863,863,100,1974-01-01
"1974-02",1974,2,-0.3,-0.38,-1.189,1.071,0.542,863,863,100,1974-02-01
"1974-03",1974,3,-0.459,-0.709,-1.408,1.349,0.824,863,863,100,1974-03-01
"1974-04",1974,4,-0.361,-0.589,-1.27,1.251,0.692,863,863,100,1974-04-01
"1974-05",1974,5,-0.516,-0.772,-1.637,1.573,0.842,863,863,100,1974-05-01
"1974-06",1974,6,-0.122,-0.155,-0.888,0.658,0.352,863,863,100,1974-06-01
"1974-07",1974,7,-0.157,-0.113,-1.025,0.888,0.4,863,863,100,1974-07-01
"1974-08",1974,8,0.334,0.357,-0.716,1.158,0.466,863,863,100,1974-08-01
"1974-09",1974,9,0.616,0.685,-1.066,1.61,0.718,863,863,100,1974-09-01
"1974-10",1974,10,0.386,0.665,-1.035,1.096,0.644,863,863,100,1974-10-01
"1974-11",1974,11,0.723,1.13,-1.425,1.588,0.917,863,863,100,1974-11-01
"1974-12",1974,12,0.353,0.589,-1.098,1.116,0.665,863,863,100,1974-12-01
"1975-01",1975,1,0.327,0.57,-1.088,1.134,0.673,863,863,100,1975-01-01
"1975-02",1975,2,0.366,0.616,-1.321,1.369,0.755,863,863,100,1975-02-01
"1975-03",1975,3,0.443,0.641,-1.203,1.345,0.719,863,863,100,1975-03-01
"1975-04",1975,4,0.622,0.859,-1.538,1.581,0.867,863,863,100,1975-04-01
"1975-05",1975,5,0.587,0.774,-1.261,1.505,0.735,863,863,100,1975-05-01
"1975-06",1975,6,0.341,0.444,-0.626,0.99,0.36,863,863,100,1975-06-01
"1975-07",1975,7,0.439,0.591,-0.904,1.267,0.521,863,863,100,1975-07-01
"1975-08",1975,8,-0.066,-0.084,-0.858,0.703,0.242,863,863,100,1975-08-01
"1975-09",1975,9,0.341,0.446,-0.96,1.091,0.456,863,863,100,1975-09-01
"1975-10",1975,10,0.137,0.106,-0.767,0.879,0.381,863,863,100,1975-10-01
"1975-11",1975,11,-0.987,-1.292,-2.49,2.107,1.221,863,863,100,1975-11-01
"1975-12",1975,12,-1.016,-1.38,-2.412,2.182,1.238,863,863,100,1975-12-01
"1976-01",1976,1,-1.141,-1.525,-2.385,2.199,1.331,863,863,100,1976-01-01
"1976-02",1976,2,-1.044,-1.396,-2.103,1.882,1.175,863,863,100,1976-02-01
"1976-03",1976,3,-1.076,-1.477,-2.099,1.756,1.164,863,863,100,1976-03-01
"1976-04",1976,4,-0.811,-1.209,-1.709,1.45,0.893,863,863,100,1976-04-01
"1976-05",1976,5,-0.884,-1.234,-1.999,1.988,1.028,863,863,100,1976-05-01
"1976-06",1976,6,-1.183,-1.687,-2.387,2.28,1.405,863,863,100,1976-06-01
"1976-07",1976,7,-1.154,-1.734,-2.176,2.151,1.405,863,863,100,1976-07-01
"1976-08",1976,8,-1.213,-1.818,-2.393,2.271,1.488,863,863,100,1976-08-01
"1976-09",1976,9,-0.873,-1.277,-1.969,1.809,1.147,863,863,100,1976-09-01
"1976-10",1976,10,-0.738,-1.076,-1.63,1.466,0.916,863,863,100,1976-10-01
"1976-11",1976,11,-0.269,-0.346,-0.699,0.61,0.335,863,863,100,1976-11-01
"1976-12",1976,12,-0.526,-0.781,-1.163,1.074,0.619,863,863,100,1976-12-01
"1977-01",1977,1,-0.205,-0.267,-0.819,0.767,0.37,863,863,100,1977-01-01
"1977-02",1977,2,-0.181,-0.261,-0.822,0.769,0.338,863,863,100,1977-02-01
"1977-03",1977,3,-0.339,-0.49,-1.275,1.224,0.548,863,863,100,1977-03-01
"1977-04",1977,4,-0.197,-0.225,-0.845,0.839,0.336,863,863,100,1977-04-01
"1977-05",1977,5,-0.126,-0.159,-0.842,0.772,0.35,863,863,100,1977-05-01
"1977-06",1977,6,-0.158,-0.129,-0.932,0.811,0.406,863,863,100,1977-06-01
"1977-07",1977,7,-0.643,-0.902,-1.918,1.729,0.95,863,863,100,1977-07-01
"1977-08",1977,8,-0.424,-0.561,-1.391,1.278,0.699,863,863,100,1977-08-01
"1977-09",1977,9,-0.334,-0.488,-1.652,1.41,0.723,863,863,100,1977-09-01
"1977-10",1977,10,-0.249,-0.319,-1.61,1.356,0.57,863,863,100,1977-10-01
"1977-11",1977,11,-0.22,-0.254,-1.313,1.191,0.461,863,863,100,1977-11-01
"1977-12",1977,12,-0.01,-0.024,-0.882,0.767,0.297,863,863,100,1977-12-01
"1978-01",1978,1,0.417,0.455,-1.244,1.2,0.445,863,863,100,1978-01-01
"1978-02",1978,2,0.714,0.977,-1.544,1.541,0.756,863,863,100,1978-02-01
"1978-03",1978,3,0.562,0.777,-1.392,1.286,0.656,863,863,100,1978-03-01
"1978-04",1978,4,0.548,0.71,-1.734,1.654,0.744,863,863,100,1978-04-01
"1978-05",1978,5,0.494,0.684,-1.603,1.56,0.654,863,863,100,1978-05-01
"1978-06",1978,6,0.793,1.054,-2.29,2.29,0.962,863,863,100,1978-06-01
"1978-07",1978,7,1.022,1.364,-3.012,2.941,1.225,863,863,100,1978-07-01
"1978-08",1978,8,0.379,0.471,-1.936,1.933,0.655,863,863,100,1978-08-01
"1978-09",1978,9,0.1,0.105,-1.449,1.393,0.55,863,863,100,1978-09-01
"1978-10",1978,10,0.129,0.189,-0.862,0.955,0.387,863,863,100,1978-10-01
"1978-11",1978,11,-0.038,-0.035,-0.664,0.69,0.293,863,863,100,1978-11-01
"1978-12",1978,12,-0.081,-0.087,-0.649,0.627,0.292,863,863,100,1978-12-01
"1979-01",1979,1,0.183,0.163,-0.806,0.991,0.33,863,863,100,1979-01-01
"1979-02",1979,2,-0.082,-0.109,-0.497,0.482,0.223,863,863,100,1979-02-01
"1979-03",1979,3,0.051,0.04,-0.215,0.362,0.116,863,863,100,1979-03-01
"1979-04",1979,4,0.089,0.03,-0.574,0.701,0.245,863,863,100,1979-04-01
"1979-05",1979,5,-0.119,-0.194,-0.616,0.616,0.259,863,863,100,1979-05-01
"1979-06",1979,6,0.005,0.02,-0.548,0.621,0.268,863,863,100,1979-06-01
"1979-07",1979,7,0.093,0.126,-0.69,0.682,0.298,863,863,100,1979-07-01
"1979-08",1979,8,0.274,0.296,-1.382,1.297,0.47,863,863,100,1979-08-01
"1979-09",1979,9,0.283,0.324,-1.175,1.055,0.399,863,863,100,1979-09-01
"1979-10",1979,10,0.679,0.79,-2.026,1.866,0.775,863,863,100,1979-10-01
"1979-11",1979,11,1.362,1.901,-2.628,2.611,1.51,863,863,100,1979-11-01
"1979-12",1979,12,0.99,1.451,-2.042,2.037,1.171,863,863,100,1979-12-01
"1980-01",1980,1,1.081,1.546,-2.106,2.219,1.299,863,863,100,1980-01-01
"1980-02",1980,2,1.07,1.564,-1.957,2.043,1.161,863,863,100,1980-02-01
"1980-03",1980,3,0.964,1.359,-1.855,1.891,1.06,863,863,100,1980-03-01
"1980-04",1980,4,1.047,1.507,-2.046,2.139,1.178,863,863,100,1980-04-01
"1980-05",1980,5,0.842,1.244,-1.631,1.643,0.982,863,863,100,1980-05-01
"1980-06",1980,6,0.723,1.034,-1.604,1.746,0.929,863,863,100,1980-06-01
"1980-07",1980,7,0.517,0.736,-1.297,1.523,0.707,863,863,100,1980-07-01
"1980-08",1980,8,0.165,0.278,-0.86,0.824,0.417,863,863,100,1980-08-01
