"Date","Year","Month","Basin_Mean","Basin_Median","Basin_Min","Basin_Max","Basin_SD","Valid_Pixels","Total_Pixels","Coverage_Pct","Date_formatted"
"1955-06",1955,6,-0.31,-0.262,-1.664,1.434,0.507,863,863,100,1955-06-01
"1955-07",1955,7,-0.328,-0.438,-1.552,1.335,0.606,863,863,100,1955-07-01
"1955-08",1955,8,-0.176,-0.302,-1.1,1.044,0.502,863,863,100,1955-08-01
"1955-09",1955,9,0.211,0.145,-0.48,1.177,0.392,863,863,100,1955-09-01
"1955-10",1955,10,-0.067,-0.034,-1.237,1.009,0.512,863,863,100,1955-10-01
"1955-11",1955,11,-0.034,-0.074,-0.784,0.704,0.323,863,863,100,1955-11-01
"1955-12",1955,12,0.192,0.086,-0.204,0.887,0.274,863,863,100,1955-12-01
"1956-01",1956,1,0.355,0.309,-0.652,1.078,0.365,863,863,100,1956-01-01
"1956-02",1956,2,0.334,0.282,-0.61,0.998,0.368,863,863,100,1956-02-01
"1956-03",1956,3,0.255,0.172,-0.647,0.833,0.288,863,863,100,1956-03-01
"1956-04",1956,4,0.367,0.408,-0.859,1.051,0.383,863,863,100,1956-04-01
"1956-05",1956,5,0.905,1.375,-1.565,1.658,1.062,863,863,100,1956-05-01
