"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
1950,,,,,-0.472134461685576,-0.29475589155803,-1.13032834549269,-0.798248621886277,-1.47899690642251,-1.62070604145633,-0.711254156914597,-0.503421239222854
1951,-0.994094101822386,-0.538131355188253,-0.247183552214289,-1.17546505436475,-0.712368658280689,-0.88128957600188,-0.525576625895333,-0.797347471452724,-0.625193087344626,-0.876414634986937,-0.676451637758485,-1.19781831946464
1952,-0.905550537016463,-0.591948035773335,-0.768144376914393,-0.0246674800648932,-0.235377337604081,-0.0987999974342792,-0.841860358804616,-1.09126754578615,-1.45020453122802,-1.55353327627242,-1.76362346008035,-1.17166492760732
1953,-0.90298514547257,-0.833582063555601,-0.111180162927134,0.247698144102562,-0.233044933296546,0.125470927045665,0.765284685061314,0.533361579304285,0.483716994067625,0.942848417173695,0.94216512563372,0.892764877691912
1954,0.632147918999191,1.73461405450378,1.21972482669309,1.37898140774784,0.738426019782634,1.44391904936793,-0.074599175630827,1.03326192281915,1.12340583173063,1.29155384732774,1.6700300283252,2.11004313595508
1955,1.26485766372356,0.881967010873047,0.956502976400916,0.671261234076221,0.188637314338508,0.217719167591795,0.465686696715553,0.17033575708899,-0.403922648117259,-0.0115080561684479,0.0825018920424064,-0.566962288686584
1956,-0.696655200382284,-0.300872393364844,-0.705172462642707,-0.97278086979037,-1.29177554676591,-1.02879582312401,-0.970034108792292,-1.34455937249326,-1.45549389929544,-0.765484843769626,-0.800660986120581,0.499215852108095
1957,0.150579037815789,0.343045874802675,0.32179588017832,0.320237007822247,-1.32471179345033,-0.420433515512365,0.389093342802608,1.43553887490516,1.11899584657227,0.684429700518571,0.642466456415416,0.849719388216262
1958,0.205483103840497,0.714151249776427,1.12548219692894,1.08123473435288,-0.414532393765066,-1.09748304089605,-2.00007477400878,-1.52600493886166,-0.927298743397334,-0.469997270311641,-0.784807190198864,0.303647555886421
1959,0.345892486842042,-0.162299965718431,0.234403875794701,1.01968966001898,0.340473595001216,1.14273320871009,0.765112826347247,1.09652067245979,1.4998142673078,1.51596504441385,0.811958835648235,1.53253227237383
