"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
1950,,,,,,,,,,-1.57268941248296,-0.690896475660133,-1.03923491861541
1951,-1.3551892569696,-1.37132101204708,-1.24411535324247,-1.11857320605577,-0.687149729713477,-1.19661646140565,-0.6803114734754,-0.627092809424186,-1.17561712789712,-1.11451845183001,-1.10076365554887,-1.40576584961368
1952,-1.28440313643765,-0.757166236049579,-1.02646228572824,-0.409137771297044,-0.941516155994479,-0.658293662231719,-0.851413055586398,-1.10848451062349,-0.870196252469968,-1.16517595265613,-1.60144897919127,-1.37309221594039
1953,-1.28136766354864,-1.47517839869021,-0.93712980220614,-1.10625282177707,-0.904726268783911,-0.595681164915821,-0.278464545458685,0.164990229128565,0.365471802592208,0.470446064746547,0.728066368553815,1.1051966409059
1954,0.814593316522882,1.4223505686492,1.29209670041418,1.33715208110575,1.03048848174274,1.20819980672094,1.15132690776086,1.31813099863412,1.332255073867,1.18935504922229,1.78497107270106,1.29591906633963
1955,1.37508041063419,1.13689427606682,1.24459385561422,1.27000519049566,1.4193879554771,0.948866421071682,0.936160979803538,0.768775182981201,0.169747129278111,0.149164029534887,0.273942390103537,-0.0865868251257411
1956,-0.426785040244346,-0.462827047910874,-0.492301437177372,-0.46028432430889,-1.06064902610782,-1.01477402587307,-0.804124795653924,-1.40284525092416,-1.77134889908286,-1.406814620442,-1.2744176264467,-0.0578175202760648
1957,-0.612468836172321,-0.52496142853948,-0.200825772572171,-0.317228384455417,-0.276492076576948,0.0111898110792939,0.525387693915131,0.978794986726504,0.775392151302773,-0.479396377788398,0.09506096667085,0.756748384762181
1958,1.01759939581307,1.07830377341844,1.0425686791703,0.886949120111162,0.28614471574134,-0.359868392092823,-0.463394429154992,-0.0610315641489856,0.238250078546851,-0.411711769822343,-1.13581855271978,-0.778265471838418
1959,-0.51278423355614,-0.447776424850513,0.044650686480451,0.233246358970064,0.627523933441707,0.919275001422314,0.389184822107233,0.886431518658119,1.53258585661159,1.24550274253518,1.28096674336059,1.56429775081004
1960,1.08189250344761,0.900297215039883,0.979186528001631,0.54603408300284,0.986184620081696,0.690636706995649,0.243401347511979,0.418798755667066,0.0390877552380916,0.189087501988384,0.245290399975285,0.027012807548544
1961,-0.0516383817610788,0.483541217508269,0.0097330944897161,-0.081960769230462,0.235159951970163,-0.319619049012431,-0.348751610845066,-1.1216647904859,-0.721801008923099,-0.0414076015048482,-0.236536454221681,-0.950095233254663
1962,-0.0203981870401369,-0.178239306139454,-0.507155378517352,-0.12239872110101,0.0861359899621962,0.519121113139354,0.1357141952322,0.201511337395837,0.170614244290341,0.504299897695315,0.0100335053890521,0.50265442470129
1963,0.455733959073656,0.557500277126861,0.548370627107008,0.402445885127781,0.376565875554483,-0.181270474788652,0.307597709727545,0.0555322806347849,0.135771270565022,-0.00553763380653857,0.630952927094163,0.736827441160166
1964,0.750064117250473,0.965720097234926,1.27751973251776,1.56156422568491,1.15298727335738,1.39746304728628,1.52037758846282,1.60727320996169,1.85908601074896,1.71590036537891,1.68371964053919,1.00364103858352
1965,0.964429357193436,1.11198224171587,0.784597894834452,0.791945687894697,0.443922640399086,-0.0827446416166702,-0.264807677082773,-0.65163242193231,-0.611688756460005,0.404368560395986,-0.243222118243396,-0.60675957990713
1966,0.406027822113847,0.201455735002599,0.527117909599798,0.879750127605033,0.805321038975186,0.88970021741169,0.849295206556813,0.695181203460268,1.15791717710284,1.6971402612192,1.32519949490304,1.50764931669719
1967,1.35845236284046,1.53200950874203,1.35276930523911,1.24677609784016,1.42581212718511,0.746036189612281,0.7001443506614,-0.152691782121121,0.181269899421844,0.577142611731032,-0.0400245895860772,-0.222888869751598
1968,0.384777645407158,0.499677613330767,0.510961951077318,1.11486422328177,1.16981527470466,1.4119325365696,1.06167131769324,0.646829704913093,1.18044619329226,1.61824660500009,1.18537106540646,1.11780669803503
1969,0.569907812787279,0.103237638390477,-0.0914670334129288,0.209361330167588,0.000125912500404825,-0.288073500413352,-0.739160013976444,-0.956886956888303,-0.60293503013006,-0.867074134992479,-0.064617132558357,0.0724388812316311
1970,0.0553919927134161,-0.537051502690264,-0.260906060245301,0.00604771095067823,0.542654378820179,-0.353115955831617,-0.673720671481765,-0.461931079980972,-0.914558763499481,-1.23112617193646,-1.42624506452838,-1.20085711553
1971,-0.603132092638364,-0.665399481403013,-0.839136421668204,-0.404662696634187,-0.751149485074631,-0.373818201131243,-0.446623079711935,0.12370544935598,0.566741372686225,0.626186452992768,0.428311550882122,0.349760717774205
1972,0.335052510441116,0.77566965469748,1.17145311220264,1.12247688811371,0.916838835718135,1.12997865395696,1.23067153795939,1.1299562982854,1.03925124731132,0.969001837867373,0.887372756230286,0.507444694031951
1973,0.674639885349285,0.320832970325963,0.554871727417236,0.0885205497289403,-0.2080778761565,0.131634002499507,-0.176770562417071,-0.166265080110417,0.404478121958948,0.310835565863009,-0.631996211653607,-0.310339710670922
1974,0.0560639567578244,0.260261792681957,0.462468101018733,0.345141569707362,0.699052617482894,0.615280663595116,0.179300823705298,-0.288953868164584,-0.152399451475152,-0.138550571847512,-1.02800010335472,-0.689399471502026
1975,-0.892893394542763,-0.831482252616436,-1.11088946594815,-1.03995494031139,-1.13275149986769,-0.620014045904367,-0.561939137110563,-0.303398350673478,-0.31407933575731,-0.52274490377626,0.953778363908006,1.22721997520891
1976,1.64094457482143,1.6718483824728,1.74029707941848,1.57748074290658,1.91129120238929,2.0492674782657,2.5426964752955,2.73124140928375,1.6162274301561,1.43927785610114,0.871566934692471,1.19531878229886
1977,0.756276999255999,0.893159456599994,0.866852774850145,0.421371221164114,0.215989200947096,-0.0068941762415221,0.704022896942345,0.542349620587237,0.860687195616258,0.456026103201977,0.809868052327021,0.471107522937795
1978,-0.295230226413429,-0.46140746698807,-0.376997037166995,-0.530421490040052,-1.11929818063265,-1.33124134330498,-1.59382885370576,-1.21263741072101,-1.14031767982856,-0.977763232097125,-0.296825649820495,0.0427580862015132
1979,-0.398731610727112,-0.0788364759000332,-0.170641811683911,0.0497234625436521,0.468976435688812,0.00889529150766604,-0.283669098846355,-0.3907420598617,-0.619788299122684,-1.08869541198957,-1.72026716828197,-1.7634896165016
1980,-1.87440424486894,-1.75078351509858,-1.91713841551194,-1.99284915977352,-1.88791426855814,-1.83787456754392,-1.78897922989991,-1.13254833756745,0.047025068649202,-0.570789293226612,-0.36567451071674,0.625164179376933
1981,0.206467119999647,0.356776765346777,0.0771502078779229,0.53085129647457,0.801775222365567,0.74795568751755,0.178967209157029,0.36910569103602,0.424347666527679,-0.518603763905302,0.0176616254743398,-0.327357822712044
1982,0.653833682608719,0.402145624361293,-0.0764450288849956,-0.325375138444521,-0.215535850531293,-0.256112896792592,0.260300036484029,0.303408781857676,0.422083851869197,0.643760878087787,-0.58296712407409,-1.09255262737833
1983,-0.961225550950425,-0.724109111810185,-0.851018799790554,-0.855325631904272,-1.6563455669922,-0.74755625329367,-0.256539372272096,-0.327535210569291,0.204614060129399,0.0964382286516813,-0.198824838277851,-0.869148406657235
1984,-0.122827782816058,0.215432306962984,0.344855634963523,-0.44649328604389,-0.796199211304647,-0.707528435381566,-1.01280087533869,-0.596310858106163,-0.24114148122939,0.430274589188851,-0.193501984338141,-0.269720798994058
1985,-0.641186801866155,-0.18380638814902,-0.435441027935018,-0.287421288153992,-0.164558016743263,-0.237751505003063,-0.670012186208636,-0.868529276308346,-0.691541906768466,-0.364484870907628,-0.567635421913406,-1.7047823508428
1986,-1.39176196732891,-1.4594792692378,-1.08716081182162,-0.955150860443922,-0.364289244163686,-0.200834699568475,-0.256882108793197,-1.00767531498819,-0.287894805715478,-0.205289513527899,-0.137904136446285,-0.458814781771253
1987,-0.631019872924325,-0.677675075420841,-0.764753885933424,-0.704415919191824,-0.553805926720338,-0.300808034876963,-0.509240188831655,0.0619141272161575,-0.336135432520412,-0.215886162709587,-0.349037590429722,-0.822209611613774
1988,-0.87983713916248,-0.725619657477205,-0.749382684218748,-0.649462091999463,-0.355947681732066,-0.31411591369901,-0.254677654327176,0.121712968553928,0.37412777448568,0.535827015641914,0.418696146113124,0.323093923445007
1989,0.762168137429626,0.303806297074394,-0.0373407426578293,-0.216434300683637,-0.315126522204219,-0.717967724425299,-0.815661584001858,-0.410521058032924,-0.816522577258211,-0.978662312128818,-1.34649673568612,-0.299808847756217
1990,0.00764033385021799,0.0828731078892039,0.0859339165822336,0.200454196980666,0.236985148338225,0.437563538841688,0.689510331632792,0.663175192067735,-0.235742398358527,0.0310943419292081,0.274939969920126,0.585063267917148
1991,0.318771980771156,0.526480319869903,0.136765445961468,-0.352716745868901,-0.381512926508397,0.05843730105812,0.676877309288646,0.151130165574134,-0.831550316122656,-0.89684120906245,-0.0784454397095291,0.421968216191008
1992,0.917141629534015,1.07855722403366,0.898374675048079,0.642827202567087,0.51643967034795,0.232187796782865,0.330483340613368,-0.127591323137263,0.261471124297717,-0.203479918376414,-0.535860577809077,-0.584165527853451
1993,-0.708962010913501,-0.936045728674044,-0.814204414043346,-0.440707812144364,0.0530251238150551,0.999618809562842,0.499751164991273,0.424241842365374,-0.0609140544486139,-0.570698584786621,0.233829759909129,0.25674447969215
1994,0.724135144598112,0.748680951245723,0.5603475027851,-0.0443559912152844,-0.358986225055799,-0.471040377620628,0.0341273952247333,0.211549314635946,0.33306177217742,0.547871760750462,0.485736904462516,0.297263500344036
1995,-0.172547367962622,-0.165247679208875,-0.116696072581873,-0.147630707038809,-0.35696729949129,-0.343103553586134,-0.451548560751931,-0.276086816021017,-1.36218330094273,-1.25473866163662,-0.468160264840852,-0.446804214072043
1996,0.158169257184176,0.0240542188045732,0.152509382246113,0.779818850469276,0.648706450915578,0.601041710639241,1.14993076966079,1.20805249685263,1.01974614644076,1.15932673150114,0.954121327494671,1.04407523850222
1997,1.34899409889944,0.809350117388107,1.0810125084175,1.09310761072659,0.962483466304738,1.00216815375945,0.929247429733375,0.643553505171316,0.544529101433356,0.826315740750853,0.182095292956124,0.582579991649779
1998,-0.198283566299104,-0.453518336617567,-0.479367939578887,-0.703786199673476,-0.806745081600944,-0.667350574342935,-0.745218118786771,-1.03928294350627,-1.05981718986009,-1.00719953754719,-1.21657148838719,-0.347281645210478
1999,-0.179479957672475,-0.0189095647552582,0.0948762295700796,0.029749020436786,0.31319636395904,0.428934119252242,0.78202026666321,0.594764530341276,0.941089947850131,0.15987854118052,0.0294401048559054,-0.150607728040247
2000,-0.381616793796798,-0.581256535585804,-0.713264053509307,-0.866583236540393,-0.814662531637206,-1.06131346111282,-0.782960478371247,-0.326515207152033,-0.265115499167502,0.0310328628346046,0.0984458115240941,0.16860772860232
2001,-0.144248272375982,-0.330579859021157,-0.329950797389267,-0.391332222645985,-0.341570501920566,-0.314730646320098,-0.309598556920476,-0.28038025723884,-0.0828958395301169,0.261048807861397,0.902842982791308,0.999619946928578
