"date","value"
1950-09-01,-1.37158938831097
1950-10-01,-1.18611194916535
1950-11-01,-1.10267651085887
1950-12-01,-0.9545458260402
1951-01-01,-1.48800470728831
1951-02-01,-1.25026073666043
1951-03-01,-0.759241795148922
1951-04-01,-0.990579843913542
1951-05-01,-0.720120306629485
1951-06-01,-0.82662674563291
1951-07-01,-0.314087265504017
1951-08-01,-0.766242944992513
1951-09-01,-0.96007711967594
1951-10-01,-0.486383059344779
1951-11-01,-0.817350605957533
1951-12-01,-1.09117654201017
1952-01-01,-0.593628616062158
1952-02-01,-0.829286963818497
1952-03-01,-0.420347651006173
1952-04-01,-0.530049661931815
1952-05-01,-0.834270305792666
1952-06-01,-0.459405068678112
1952-07-01,-0.96065854296106
1952-08-01,-0.861622736418286
1952-09-01,-0.661089814207646
1952-10-01,-1.55368422899471
1952-11-01,-1.65758354272723
1952-12-01,-1.48282463523126
1953-01-01,-1.46519303714296
1953-02-01,-1.06993567794393
1953-03-01,-1.32031458802819
1953-04-01,-0.82031833491974
1953-05-01,-0.857481940158969
1953-06-01,-0.592619526079812
1953-07-01,0.329639403534926
1953-08-01,0.426640063425274
1953-09-01,0.316026091755696
1953-10-01,0.444215649296345
1953-11-01,0.705954775999637
1953-12-01,0.905256065820038
1954-01-01,0.602728122671632
1954-02-01,1.22743551796367
1954-03-01,0.913519786507875
1954-04-01,0.724233888517933
1954-05-01,0.788997785653461
1954-06-01,0.803203511160446
1954-07-01,0.638046773123348
1954-08-01,1.01620801864811
1954-09-01,0.955015561029963
1954-10-01,1.39019816446862
1954-11-01,0.897065159087526
1954-12-01,1.35700809263871
1955-01-01,1.0724063825624
1955-02-01,1.14569966221658
1955-03-01,1.2870424004744
1955-04-01,1.36255641061782
1955-05-01,1.02632140136571
1955-06-01,0.67142821303123
1955-07-01,0.7454723483253
1955-08-01,0.467252541469784
1955-09-01,-0.177829380826661
1955-10-01,0.238689887788047
1955-11-01,0.15181851226174
1955-12-01,-0.190876781481246
1956-01-01,-0.352072214996465
1956-02-01,-0.444640441330854
1956-03-01,-0.211522184990808
1956-04-01,-0.55590444962163
1956-05-01,-1.05365520625088
1956-06-01,-0.586835775854007
1956-07-01,-1.06249581107363
1956-08-01,-1.36093089090062
1956-09-01,-1.36933144023597
1956-10-01,-1.37917326367869
1956-11-01,-1.25782829352392
1956-12-01,-0.398723206827633
1957-01-01,-0.597071179118397
1957-02-01,-0.227308996211558
1957-03-01,-0.431419017835144
1957-04-01,-0.34297108898645
1957-05-01,-0.274105260754995
1957-06-01,0.0810561442350229
1957-07-01,0.519715498215599
1957-08-01,1.11564424281521
1957-09-01,-0.0032509535646569
1957-10-01,0.172356457215459
1957-11-01,0.352973114944125
1957-12-01,0.901887413548626
1958-01-01,1.04541224671885
1958-02-01,1.18854224411048
1958-03-01,1.13179248407117
1958-04-01,0.752604465213473
1958-05-01,-0.102727152983313
1958-06-01,0.0504216075548182
1958-07-01,-0.189270782629899
1958-08-01,-0.123460345028655
1958-09-01,-0.219485867587954
1958-10-01,-0.579734177494234
1958-11-01,-1.14604984545949
1958-12-01,-0.744188994374215
1959-01-01,-0.375172559091308
1959-02-01,-0.0874746404453316
1959-03-01,0.119640712771043
1959-04-01,0.539700318475735
1959-05-01,0.433943848876103
1959-06-01,0.594694262742678
1959-07-01,0.527691517699568
1959-08-01,1.34945144012384
