Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
2000-01-01,-1.5,-5,-3.3,2,0,2
2000-01-02,-10,-17.5,-13.8,0,0,0
2000-01-03,-3.5,-14,-8.8,8.6,0,8.6
2000-01-04,1,-8.5,-3.8,0,0,0
2000-01-05,2.5,-5,-1.3,0,0,0
2000-01-06,4,-2,1,0,0,0
2000-01-07,3.5,-2,0.8,0,0,0
2000-01-08,0,-4,-2,2,0,2
2000-01-09,-2.5,-6,-4.3,0,0,0
2000-01-10,-3.5,-13.5,-8.5,0,0,0
2000-01-11,-9,-13,-11,0,0,0
2000-01-12,-12.5,-14,-13.3,1,0,1
2000-01-13,-14,-17,-15.5,1.4,0,1.4
2000-01-14,-15.5,-20.5,-18,0.4,0,0.4
2000-01-15,-15.5,-19.5,-17.5,0,0,0
2000-01-16,-15,-25,-20,9.8,0,9.8
2000-01-17,-12.5,-22,-17.3,0,0,0
2000-01-18,-14,-27.5,-20.8,0,0,0
2000-01-19,-14.5,-25,-19.8,0,0,0
2000-01-20,-16.5,-25,-20.8,0,0,0
2000-01-21,-12.5,-25,-18.8,0,0,0
2000-01-22,-9,-17.5,-13.3,0,0,0
2000-01-23,-9,-22,-15.5,0,0,0
2000-01-24,-6.5,-14.5,-10.5,0,0,0
2000-01-25,-10.5,-14.5,-12.5,0,0,0
2000-01-26,-8,-21,-14.5,0,0,0
2000-01-27,1,-17,-8,0,0,0
2000-01-28,4.5,-3.5,0.5,0,0,0
2000-01-29,2,-10,-4,0,0,0
2000-01-30,-6,-16,-11,0.2,0,0.2
2000-01-31,-3.5,-17,-10.3,2,0,2
2000-02-01,-1.5,-6.5,-4,4,0,4
2000-02-02,0,-6.5,-3.3,0,0,0
2000-02-03,-4,-12,-8,0,0,0
2000-02-04,-5,-8.5,-6.8,0,0,0
2000-02-05,-10,-15.5,-12.8,0,0,0
2000-02-06,-7,-17.5,-12.3,1,0,1
2000-02-07,-4.5,-10,-7.3,3,0,3
2000-02-08,2,-6.5,-2.3,0,0,0
2000-02-09,-3,-10,-6.5,3.8,0,3.8
2000-02-10,-8.5,-11.5,-10,0,0,0
2000-02-11,-11,-26,-18.5,0,0,0
2000-02-12,-13,-29,-21,0,0,0
2000-02-13,-11,-28.5,-19.8,0,0,0
2000-02-14,-9,-27.5,-18.3,0,0,0
2000-02-15,-9,-25,-17,0,0,0
