Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
2000-01-01,-3.5,-5,-4.3,6.4,0,6.4
2000-01-02,-9,-11,-10,1,0,1
2000-01-03,-5,-15.5,-10.3,16,0,16
2000-01-04,-1,-10.5,-5.8,0,0,0
2000-01-05,-0.5,-6.5,-3.5,10.2,0,10.2
2000-01-06,3,-3,0,0,0,0
2000-01-07,2.5,-1,0.8,0,0,0
2000-01-08,2,-2,0,0.8,0,0.8
2000-01-09,-3,-6.5,-4.8,1.2,0,1.2
2000-01-10,-4.5,-9.5,-7,0,0,0
2000-01-11,-8.5,-15.5,-12,0,0,0
2000-01-12,-12,-14.5,-13.3,0.4,0,0.4
2000-01-13,-12,-14.5,-13.3,0.4,0,0.4
2000-01-14,-13.5,-16.5,-15,0.4,0,0.4
2000-01-15,-15.5,-18,-16.8,0,0,0
2000-01-16,-13,-21.5,-17.3,1.2,0,1.2
2000-01-17,-12,-16.5,-14.3,0,0,0
2000-01-18,-13,-20,-16.5,0.2,0,0.2
2000-01-19,-13,-18,-15.5,0,0,0
2000-01-20,-13.5,-17,-15.3,1,0,1
2000-01-21,-13.5,-17,-15.3,1,0,1
2000-01-22,-11.5,-21,-16.3,0,0,0
2000-01-23,-13,-22,-17.5,0,0,0
2000-01-24,-11,-22,-16.5,0,0,0
2000-01-25,-9.5,-12.5,-11,1,0,1
2000-01-26,-9,-14.5,-11.8,1,0,1
2000-01-27,2,-16,-7,0,0,0
2000-01-28,4.5,-6.5,-1,0,0,0
2000-01-29,-0.5,-9,-4.8,0,0,0
2000-01-30,-5.5,-13,-9.3,0,0,0
2000-01-31,-3.5,-11,-7.3,2.6,0,2.6
2000-02-01,-1,-5,-3,0,0,0
2000-02-02,-3.5,-10,-6.8,0,0,0
2000-02-03,-7.5,-17,-12.3,0,0,0
2000-02-04,-7,-9,-8,0,0,0
2000-02-05,-10.5,-18,-14.3,0,0,0
2000-02-06,-8.5,-21,-14.8,0,0,0
2000-02-07,-0.5,-14.5,-7.5,13,0,13
2000-02-08,2.5,-6.5,-2,1,0,1
2000-02-09,-6,-7,-6.5,0,0,0
2000-02-10,-9.5,-15.5,-12.5,0,0,0
2000-02-11,-13.5,-27.5,-20.5,0,0,0
2000-02-12,-18.5,-28.5,-23.5,0,0,0
2000-02-13,-15,-29.5,-22.3,0,0,0
2000-02-14,-14.5,-27.5,-21,0,0,0
2000-02-15,-11.5,-20,-15.8,0,0,0
2000-02-16,-9,-24.5,-16.8,0,0,0
2000-02-17,-3.5,-16.5,-10,0,0,0
