Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
2000-01-01,-2.5,-7,-4.8,0.6,0,0.6
2000-01-02,-11,-15,-13,0,0,0
2000-01-03,0,-14,-7,14.4,0,14.4
2000-01-04,1,-2,-0.5,3.6,0,3.6
2000-01-05,-1,-5.5,-3.3,11.9,0,11.9
2000-01-06,0.5,-2.5,-1,3.6,0,3.6
2000-01-07,2.5,-1,0.8,0,0,0
2000-01-08,3.5,-3.5,0,0.8,0,0.8
2000-01-09,-1.5,-5.5,-3.5,0,0,0
2000-01-10,-4,-9,-6.5,0,0,0
2000-01-11,-10,-17,-13.5,1.2,0,1.2
2000-01-12,-14,-16,-15,1,0,1
2000-01-13,-13.5,-17,-15.3,8.4,0,8.4
2000-01-14,-14.5,-18,-16.3,4.6,0,4.6
2000-01-15,-15,-20,-17.5,0,0,0
2000-01-16,-14.5,-21,-17.8,4.8,0,4.8
2000-01-17,-11.5,-16.5,-14,5.2,0,5.2
2000-01-18,-11.5,-21.5,-16.5,0,0,0
2000-01-19,-14.5,-25,-19.8,0,0,0
2000-01-20,-14,-24,-19,0,0,0
2000-01-21,-14.5,-24.5,-19.5,0.8,0,0.8
2000-01-22,-15.5,-24.5,-20,0,0,0
2000-01-23,-11,-24,-17.5,0,0,0
2000-01-24,-8,-12,-10,0,0,0
2000-01-25,-10,-12,-11,0,0,0
2000-01-26,-4,-12,-8,0.6,0,0.6
2000-01-27,0.5,-12,-5.8,0,0,0
2000-01-28,1.5,-5,-1.8,0,0,0
2000-01-29,4,-6,-1,0,0,0
2000-01-30,-2,-16.5,-9.3,0,0,0
2000-01-31,4.5,-15,-5.3,0.6,0,0.6
2000-02-01,4.5,-2.5,1,0,0,0
2000-02-02,3.5,-3.5,0,0,0,0
2000-02-03,-4,-10,-7,0,0,0
2000-02-04,-7,-11.5,-9.3,0,0,0
2000-02-05,-8.5,-9.5,-9,0,0,0
2000-02-06,-6,-11.5,-8.8,0,0,0
2000-02-07,-3,-13,-8,2,1,1
2000-02-08,4.5,-5,-0.3,0,0,0
2000-02-09,-4,-6.5,-5.3,4,0,4
2000-02-10,-6.5,-14.5,-10.5,0,0,0
2000-02-11,-9,-21,-15,0,0,0
