Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
2000-01-01,-3,-8.5,-5.8,8,0,8
2000-01-02,-9.5,-17.5,-13.5,0,0,0
2000-01-03,-5.5,-19.5,-12.5,7,0,7
2000-01-04,1,-10,-4.5,0,0,0
2000-01-05,0,-5,-2.5,0,0,0
2000-01-06,4,-3.5,0.3,0,0,0
2000-01-07,3.5,-2,0.8,0,0,0
2000-01-08,1.5,-4.5,-1.5,0,0,0
2000-01-09,-2.5,-8.5,-5.5,1,0,1
2000-01-10,-4,-11,-7.5,0,0,0
2000-01-11,-10,-18.5,-14.3,0,0,0
2000-01-12,-14,-16,-15,3,0,3
2000-01-13,-14.5,-19,-16.8,4,0,4
2000-01-14,-15,-21,-18,1,0,1
2000-01-15,-15,-22,-18.5,0,0,0
2000-01-16,-15.5,-24,-19.8,11,0,11
2000-01-17,-11.5,-20,-15.8,0,0,0
2000-01-18,-10,-24,-17,0,0,0
2000-01-19,-12.5,-24.5,-18.5,0,0,0
2000-01-20,-13,-20.5,-16.8,0,0,0
2000-01-21,-12,-25,-18.5,0,0,0
2000-01-22,-5,-15.5,-10.3,0,0,0
2000-01-23,-5,-21,-13,0,0,0
2000-01-24,-10,-16.5,-13.3,0,0,0
2000-01-25,-11,-13.5,-12.3,2,0,2
2000-01-26,-6.5,-22,-14.3,0,0,0
2000-01-27,0.5,-12.5,-6,0,0,0
2000-01-28,5,-4,0.5,0,0,0
2000-01-29,5,-8,-1.5,0,0,0
2000-01-30,-5.5,-14.5,-10,0,0,0
2000-01-31,0.5,-13.5,-6.5,2,0,2
2000-02-01,0.5,-7,-3.3,3,0,3
2000-02-02,1.5,-6,-2.3,0,0,0
2000-02-03,-5,-12,-8.5,0,0,0
2000-02-04,-5.5,-10,-7.8,0,0,0
2000-02-05,-8,-14.5,-11.3,0,0,0
2000-02-06,-5.5,-17.5,-11.5,0,0,0
2000-02-07,-1,-10.5,-5.8,8,0,8
2000-02-08,4.5,-6,-0.8,0,0,0
2000-02-09,-5,-7,-6,5,0,5
2000-02-10,-8,-13.5,-10.8,0,0,0
2000-02-11,-11,-24.5,-17.8,0,0,0
2000-02-12,-7.5,-24.5,-16,0,0,0
2000-02-13,-8,-24.5,-16.3,0,0,0
2000-02-14,-7,-24,-15.5,0,0,0
2000-02-15,-3,-19.5,-11.3,0,0,0
2000-02-16,-1,-15,-8,0,0,0
2000-02-17,-1.5,-7,-4.3,0,0,0
2000-02-18,3.5,-12,-4.3,0,0,0
2000-02-19,3,-5.5,-1.3,0,0,0
2000-02-20,1.5,-7,-2.8,0,0,0
2000-02-21,4,-5,-0.5,0,0,0
2000-02-22,8,-4,2,3,0,3
2000-02-23,1.5,-6.5,-2.5,0,0,0
2000-02-24,3.5,-6.5,-1.5,0,0,0
2000-02-25,2,-7.5,-2.8,0,0,0
2000-02-26,2,-8.5,-3.3,0,0,0
2000-02-27,-2.5,-12,-7.3,0,0,0
2000-02-28,0,-13.5,-6.8,0,0,0
2000-02-29,5,-10,-2.5,0,0,0
2000-03-01,5,-8,-1.5,0,0,0
2000-03-02,5,-3.5,0.8,0,0,0
2000-03-03,5,-0.5,2.3,0,0,0
2000-03-04,3,-8,-2.5,0,0,0
2000-03-05,3.5,-14.5,-5.5,0,0,0
2000-03-06,1.5,-14,-6.3,0,0,0
2000-03-07,1,-12.5,-5.8,0,0,0
2000-03-08,2.5,-13,-5.3,0,0,0
2000-03-09,4,-6,-1,0,0,0
2000-03-10,6.5,-9,-1.3,0,0,0
2000-03-11,6,-3,1.5,0,0,0
2000-03-12,3,-5,-1,1,1,0
2000-03-13,7.5,-5,1.3,6,0,6
2000-03-14,4,-3.5,0.3,3.8,3.8,0
2000-03-15,0,-8.5,-4.3,13,0,13
2000-03-16,3.5,-3.5,0,0,0,0
2000-03-17,5,-3,1,1,0,1
2000-03-18,4.5,-1,1.8,0,0,0
2000-03-19,5,-5,0,0,0,0
2000-03-20,3.5,-3.5,0,2,0,2
2000-03-21,5,-1.5,1.8,2,0,2
2000-03-22,2.5,-2.5,0,7.2,0,7.2
2000-03-23,3.5,-5.5,-1,2,0,2
2000-03-24,1.5,-4,-1.3,3.8,0,3.8
2000-03-25,5.5,-3,1.3,0,0,0
2000-03-26,8,-1.5,3.3,3,0,3
2000-03-27,7,-2,2.5,0,0,0
2000-03-28,0.5,-4,-1.8,0,0,0
2000-03-29,6.5,-3.5,1.5,0,0,0
2000-03-30,9.5,0.5,5,1,1,0
2000-03-31,11.5,0.5,6,0,0,0
2000-04-01,7.5,4,5.8,4.2,4.2,0
2000-04-02,8.5,1,4.8,0,0,0
2000-04-03,9,-0.5,4.3,0,0,0
2000-04-04,6,-2.5,1.8,0,0,0
2000-04-05,5,-2.5,1.3,0,0,0
2000-04-06,4.5,-6,-0.8,0,0,0
2000-04-07,7.5,-2,2.8,0,0,0
2000-04-08,10,-4,3,0,0,0
2000-04-09,8.5,-4,2.3,0,0,0
2000-04-10,13.5,-5,4.3,0,0,0
2000-04-11,14,-1,6.5,0,0,0
2000-04-12,11.5,1,6.3,12.4,3.4,9
2000-04-13,-3,-10,-6.5,0,0,0
2000-04-14,-1,-14,-7.5,0,0,0
2000-04-15,5,-14,-4.5,0,0,0
2000-04-16,7,-6.5,0.3,0,0,0
2000-04-17,10.5,-6,2.3,0,0,0
2000-04-18,9.5,-2,3.8,0,0,0
2000-04-19,10,-1,4.5,0.8,0.8,0
2000-04-20,11,-1,5,0,0,0
2000-04-21,10,3.5,6.8,0.8,0.8,0
2000-04-22,9,-0.5,4.3,0,0,0
2000-04-23,6.5,-6,0.3,1.6,1.6,0
2000-04-24,8.5,-5,1.8,0,0,0
2000-04-25,11,0.5,5.8,0,0,0
2000-04-26,11.5,-3,4.3,0,0,0
2000-04-27,15,6,10.5,0.4,0.4,0
2000-04-28,10,-2.5,3.8,0,0,0
2000-04-29,6,-2,2,0,0,0
2000-04-30,11,1.5,6.3,0,0,0
2000-05-01,10,-3,3.5,0,0,0
2000-05-02,12,-3,4.5,0,0,0
2000-05-03,9.5,-1.5,4,0.4,0.4,0
2000-05-04,11,-3.5,3.8,0,0,0
2000-05-05,8,0,4,0,0,0
2000-05-06,10.5,-4,3.3,0,0,0
2000-05-07,12,-4,4,0,0,0
2000-05-08,12,-3.5,4.3,3.6,2.6,1
2000-05-09,9,0,4.5,7.6,7.6,0
2000-05-10,12.5,0,6.3,0,0,0
2000-05-11,13,-2.5,5.3,0,0,0
2000-05-12,14,0,7,0,0,0
2000-05-13,17,-1,8,0,0,0
2000-05-14,15.5,-1,7.3,0,0,0
2000-05-15,18,2,10,0,0,0
2000-05-16,15,1.5,8.3,3,3,0
2000-05-17,13.5,3.5,8.5,0.8,0.8,0
2000-05-18,15,-0.5,7.3,4.2,4.2,0
2000-05-19,12,2.5,7.3,0,0,0
