Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
2000-01-01,-7,-12,-9.5,0.4,0,0.4
2000-01-02,-13,-21,-17,0,0,0
2000-01-03,-0.5,-19,-9.8,25.6,0,25.6
2000-01-04,0,-7,-3.5,5,0,5
2000-01-05,-2,-8,-5,20.4,0,20.4
2000-01-06,-1,-3,-2,1,0,1
2000-01-07,0.5,-5,-2.3,5.2,0,5.2
2000-01-08,0.5,-9.5,-4.5,1.6,0,1.6
2000-01-09,-3.5,-8.5,-6,1.2,0,1.2
2000-01-10,-8,-17,-12.5,0,0,0
2000-01-11,-12,-18,-15,0,0,0
2000-01-12,-15.5,-19,-17.3,0.6,0,0.6
2000-01-13,-15,-20,-17.5,4.8,0,4.8
2000-01-14,-18,-22,-20,1,0,1
2000-01-15,-17,-26,-21.5,0.6,0,0.6
2000-01-16,-16,-25.5,-20.8,5.2,0,5.2
2000-01-17,-14,-17,-15.5,2.2,0,2.2
2000-01-18,-16.5,-24,-20.3,0,0,0
2000-01-19,-15,-25.5,-20.3,0,0,0
2000-01-20,-18,-24,-21,0,0,0
2000-01-21,-13.5,-25.5,-19.5,0.6,0,0.6
2000-01-22,-14.5,-25,-19.8,0.4,0,0.4
2000-01-23,-12,-22.5,-17.3,0,0,0
2000-01-24,-9,-16,-12.5,0,0,0
2000-01-25,-11,-14.5,-12.8,0,0,0
2000-01-26,-7.5,-13,-10.3,1.4,0,1.4
2000-01-27,-2,-16,-9,0,0,0
2000-01-28,-1,-9,-5,0,0,0
2000-01-29,-0.5,-9.5,-5,0,0,0
2000-01-30,-4.5,-15.5,-10,0,0,0
2000-01-31,2,-13,-5.5,3,0,3
2000-02-01,1,-3.5,-1.3,0.4,0,0.4
2000-02-02,0,-9,-4.5,0,0,0
2000-02-03,-4,-12,-8,0,0,0
2000-02-04,-6.5,-17,-11.8,0,0,0
2000-02-05,-10,-16,-13,0,0,0
2000-02-06,-6.5,-14,-10.3,0,0,0
2000-02-07,0,-13.5,-6.8,0.2,0.2,0
2000-02-08,3,-3,0,0.2,0,0.2
2000-02-09,-6,-9.5,-7.8,1.6,0,1.6
2000-02-10,-8.5,-18.5,-13.5,0,0,0
2000-02-11,-10.5,-23,-16.8,0,0,0
2000-02-12,-11,-24,-17.5,0,0,0
2000-02-13,-12,-25.5,-18.8,0,0,0
2000-02-14,-8,-24,-16,0,0,0
2000-02-15,-7.5,-17,-12.3,0,0,0
2000-02-16,-3,-18,-10.5,0,0,0
2000-02-17,-2.5,-10,-6.3,0,0,0
2000-02-18,-1,-13,-7,0,0,0
2000-02-19,2,-9,-3.5,0,0,0
2000-02-20,3,-1.5,0.8,1.4,0,1.4
2000-02-21,4,-1,1.5,0.4,0,0.4
2000-02-22,7,-3,2,0.2,0.2,0
2000-02-23,5,-5,0,0,0,0
2000-02-24,4,-6.5,-1.3,0,0,0
2000-02-25,3.5,-10.5,-3.5,8.8,0,8.8
2000-02-26,2,-3,-0.5,0,0,0
2000-02-27,0,-6,-3,0.2,0,0.2
2000-02-28,1,-5.5,-2.3,0,0,0
2000-02-29,3,-4.5,-0.8,0,0,0
2000-03-01,1,-6,-2.5,2,0,2
2000-03-02,6,-1,2.5,0,0,0
2000-03-03,5,-3,1,0.4,0.2,0.2
2000-03-04,2,-8,-3,0,0,0
