Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
1969-01-01,-27.8,-44.4,-36.1,0,0,0
1969-01-02,-23.3,-37.2,-30.3,1,0,1
1969-01-03,0.6,-24.4,-11.9,0,0,0
1969-01-04,-3.9,-15.6,-9.8,2,0,2
1969-01-05,-7.8,-21.7,-14.8,0,0,0
1969-01-06,-6.1,-23.9,-15,2.8,0,2.8
1969-01-07,-14.4,-18.3,-16.4,2.5,0,2.5
1969-01-08,-18.9,-27.2,-23.1,2,0,2
1969-01-09,-21.1,-23.3,-22.2,5.1,0,5.1
1969-01-10,-25,-26.7,-25.9,0,0,0
1969-01-11,-25,-27.8,-26.4,0,0,0
1969-01-12,-23.3,-32.2,-27.8,1.3,0,1.3
1969-01-13,-23.9,-26.7,-25.3,0,0,0
1969-01-14,-20.6,-30.6,-25.6,0,0,0
1969-01-15,-22.2,-30.6,-26.4,0,0,0
1969-01-16,-18.3,-31.1,-24.7,0,0,0
1969-01-17,-17.2,-27.2,-22.2,0,0,0
1969-01-18,-19.4,-31.7,-25.6,0,0,0
1969-01-19,-16.7,-23.9,-20.3,0,0,0
1969-01-20,-21.7,-36.1,-28.9,0,0,0
1969-01-21,-20.6,-40,-30.3,0,0,0
1969-01-22,-22.2,-41.7,-32,0,0,0
1969-01-23,-15.6,-31.7,-23.7,0,0,0
1969-01-24,-20.6,-36.7,-28.7,0,0,0
1969-01-25,-18.3,-40.6,-29.5,0,0,0
1969-01-26,-21.7,-28.9,-25.3,0,0,0
1969-01-27,-22.2,-40.6,-31.4,0,0,0
1969-01-28,-23.9,-43.3,-33.6,0,0,0
1969-01-29,-25.6,-45.6,-35.6,0,0,0
1969-01-30,-17.2,-45.6,-31.4,2.5,0,2.5
1969-01-31,-10.6,-29.4,-20,2.8,0,2.8
1969-02-01,-9.4,-19.4,-14.4,0,0,0
1969-02-02,-3.9,-23.9,-13.9,0,0,0
1969-02-03,-1.1,-11.7,-6.4,1,0,1
1969-02-04,2.2,-5,-1.4,0,0,0
1969-02-05,-6.7,-25,-15.9,0,0,0
1969-02-06,-4.4,-24.4,-14.4,0,0,0
1969-02-07,-0.6,-10,-5.3,0,0,0
1969-02-08,2.2,-2.8,-0.3,7.9,0,7.9
1969-02-09,1.7,-13.3,-5.8,0,0,0
1969-02-10,3.3,-22.8,-9.8,0.5,0,0.5
