Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
2000-01-01,-2.5,-6.5,-4.5,8.2,0,8.2
2000-01-02,-10,-16,-13,0,0,0
2000-01-03,2,-20,-9,15,0,15
2000-01-04,2,-9,-3.5,3.4,2.6,0.8
2000-01-05,0,-8,-4,9.4,0,9.4
2000-01-06,1.5,-3,-0.8,0,0,0
2000-01-07,3.5,-1,1.3,0,0,0
2000-01-08,4,-0.5,1.8,1.6,0,1.6
2000-01-09,-1,-7,-4,1.2,0,1.2
2000-01-10,-3.5,-11,-7.3,0,0,0
2000-01-11,-9,-17,-13,0.2,0,0.2
2000-01-12,-10.5,-17.5,-14,1,0,1
2000-01-13,-13,-17,-15,1.8,0,1.8
2000-01-14,-16,-19,-17.5,1.2,0,1.2
2000-01-15,-15,-22.5,-18.8,0.8,0,0.8
2000-01-16,-14,-24,-19,3,0,3
2000-01-17,-12.5,-17,-14.8,3,0,3
2000-01-18,-15,-21,-18,1.5,0,1.5
2000-01-19,-15,-25.5,-20.3,0,0,0
2000-01-20,-15.5,-25,-20.3,0,0,0
2000-01-21,-13.5,-26,-19.8,0.2,0,0.2
2000-01-22,-12.5,-25,-18.8,0,0,0
2000-01-23,-12.5,-21.5,-17,0,0,0
2000-01-24,-8.5,-15.5,-12,0,0,0
2000-01-25,-10,-12.5,-11.3,0,0,0
2000-01-26,-5,-11.5,-8.3,0.6,0,0.6
2000-01-27,2,-16,-7,0,0,0
2000-01-28,2,-3,-0.5,0,0,0
2000-01-29,3.5,-4.5,-0.5,0,0,0
2000-01-30,0.5,-12,-5.8,0,0,0
2000-01-31,5.5,-14.5,-4.5,1,0,1
2000-02-01,3.5,-3.5,0,0.8,0,0.8
2000-02-02,2,-6.5,-2.3,0,0,0
2000-02-03,-2.5,-9.5,-6,0,0,0
2000-02-04,-7,-14.5,-10.8,0,0,0
2000-02-05,-10,-15.5,-12.8,0,0,0
2000-02-06,-8,-14,-11,0,0,0
2000-02-07,2,-13.5,-5.8,1.8,1.8,0
2000-02-08,7.5,-3.5,2,0.2,0,0.2
2000-02-09,-5,-7,-6,2.4,0,2.4
2000-02-10,-6,-13,-9.5,0,0,0
2000-02-11,-8,-23.5,-15.8,0,0,0
2000-02-12,-9,-25,-17,0,0,0
2000-02-13,-9,-25,-17,0,0,0
2000-02-14,-7.5,-25.5,-16.5,0,0,0
2000-02-15,-5,-18,-11.5,0,0,0
2000-02-16,-3,-17.5,-10.3,0,0,0
2000-02-17,-1,-8,-4.5,0,0,0
2000-02-18,0.5,-14.5,-7,0,0,0
2000-02-19,3,-3.5,-0.3,0,0,0
2000-02-20,5,-2,1.5,0,0,0
2000-02-21,8,-1.5,3.3,0,0,0
2000-02-22,11,-2.5,4.3,1,1,0
2000-02-23,7.5,-5.5,1,0,0,0
2000-02-24,6,-5.5,0.3,0,0,0
2000-02-25,4,-9.5,-2.8,1.6,0,1.6
2000-02-26,5,-1,2,0.4,0,0.4
2000-02-27,1,-5,-2,0,0,0
2000-02-28,3,-4,-0.5,0,0,0
2000-02-29,6.5,-3.5,1.5,0,0,0
2000-03-01,4,-5,-0.5,3.3,3.3,0
2000-03-02,7,1,4,0,0,0
2000-03-03,7,0,3.5,1.6,1.6,0
2000-03-04,4,-7,-1.5,0,0,0
2000-03-05,4,-11.5,-3.8,0,0,0
2000-03-06,4,-10.5,-3.3,0,0,0
2000-03-07,4,-7.5,-1.8,0,0,0
2000-03-08,6,-3.5,1.3,0,0,0
2000-03-09,4.5,-2.5,1,0,0,0
2000-03-10,8.5,-5.5,1.5,4.2,0,4.2
2000-03-11,0,-1,-0.5,0,0,0
2000-03-12,8,-2,3,0,0,0
2000-03-13,9.5,-6.5,1.5,5.8,0,5.8
2000-03-14,2,-4.5,-1.3,5.6,0,5.6
2000-03-15,2.5,-5,-1.3,4.6,2.6,2
2000-03-16,5,-1.5,1.8,2.4,2.2,0.2
2000-03-17,5,-3,1,1.2,1.2,0
2000-03-18,7.5,0.5,4,8.8,4.6,4.2
2000-03-19,3,-4.5,-0.8,0,0,0
2000-03-20,4.5,-1.5,1.5,0,0,0
2000-03-21,10,0,5,0,0,0
2000-03-22,3,-2.5,0.3,2,2,0
2000-03-23,6,-2,2,0,0,0
2000-03-24,7.5,-3.5,2,1.5,1.5,0
2000-03-25,8,-1,3.5,7.5,3,4.5
2000-03-26,8,-0.5,3.8,0,0,0
2000-03-27,10,1.5,5.8,1,1,0
2000-03-28,6,-2,2,0,0,0
2000-03-29,10,-6,2,0,0,0
2000-03-30,10,-3.5,3.3,2,0.6,1.4
2000-03-31,9,-2,3.5,4.6,4.6,0
2000-04-01,12,3,7.5,0,0,0
2000-04-02,11,-0.5,5.3,3.6,3.6,0
2000-04-03,9.5,2.5,6,4,4,0
2000-04-04,8.5,-2.5,3,0,0,0
2000-04-05,9,-1.5,3.8,1,0,1
2000-04-06,7.5,-3.5,2,0,0,0
