Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
2000-01-01,-3,-8.5,-5.8,3,0,3
2000-01-02,-11,-16,-13.5,0,0,0
2000-01-03,-3.5,-16,-9.8,4,0,4
2000-01-04,2,-9.5,-3.8,0,0,0
2000-01-05,0.5,-6,-2.8,1,0,1
2000-01-06,4,-3,0.5,0,0,0
2000-01-07,4,-2,1,0.6,0.6,0
2000-01-08,0,-4,-2,0,0,0
2000-01-09,-2.5,-8,-5.3,0,0,0
2000-01-10,-4,-12.5,-8.3,0,0,0
2000-01-11,-9.5,-14,-11.8,1,0,1
2000-01-12,-13,-15.5,-14.3,1,0,1
2000-01-13,-16,-19,-17.5,1,0,1
2000-01-14,-16,-20.5,-18.3,3,0,3
2000-01-15,-18.5,-22.5,-20.5,0,0,0
2000-01-16,-15.5,-24.5,-20,10,0,10
2000-01-17,-12.5,-20,-16.3,0,0,0
2000-01-18,-15,-25,-20,0,0,0
2000-01-19,-13,-25,-19,0,0,0
2000-01-20,-15,-24,-19.5,0,0,0
2000-01-21,-12,-22.5,-17.3,0,0,0
2000-01-22,-7,-16,-11.5,0,0,0
2000-01-23,-10,-22.5,-16.3,0,0,0
2000-01-24,-7.5,-12,-9.8,0,0,0
2000-01-25,-10.5,-14.5,-12.5,0,0,0
2000-01-26,-8,-21,-14.5,0,0,0
2000-01-27,2,-17,-7.5,0,0,0
2000-01-28,6,-4,1,0,0,0
2000-01-29,3.5,-9,-2.8,0,0,0
2000-01-30,-5.5,-15,-10.3,0,0,0
2000-01-31,-2.5,-16,-9.3,1,0,1
2000-02-01,-2,-6,-4,2,0,2
2000-02-02,1.5,-5,-1.8,0,0,0
2000-02-03,-4.5,-13,-8.8,1,0,1
2000-02-04,-4.5,-16.5,-10.5,0,0,0
2000-02-05,-8.5,-16,-12.3,0,0,0
2000-02-06,-8,-16,-12,0,0,0
2000-02-07,-4,-9,-6.5,5,0,5
2000-02-08,3,-8,-2.5,0,0,0
2000-02-09,-3.5,-11,-7.3,6,0,6
