"timescale","cell","x","y","time_col","date","spi_raw","best_dist","rmse","spi_clipped"
1,1744,-125.1,52.9,359,1979-11-01,-Inf,"PearsonIII",0.140291596951918,-4.7534243088229
1,1745,-125,52.9,359,1979-11-01,-Inf,"PearsonIII",0.145439214466056,-4.7534243088229
1,1401,-123,53.6,373,1981-01-01,-Inf,"PearsonIII",0.131368314249955,-4.7534243088229
1,1454,-122.9,53.5,373,1981-01-01,-Inf,"PearsonIII",0.129721014317677,-4.7534243088229
1,1534,-125.3,53.3,373,1981-01-01,-Inf,"PearsonIII",0.139992244537035,-4.7534243088229
1,1535,-125.2,53.3,373,1981-01-01,-Inf,"PearsonIII",0.141331613733245,-4.7534243088229
1,1536,-125.1,53.3,373,1981-01-01,-Inf,"PearsonIII",0.144318910277222,-4.7534243088229
1,1537,-125,53.3,373,1981-01-01,-Inf,"PearsonIII",0.147161993934948,-4.7534243088229
1,1588,-125.1,53.2,373,1981-01-01,-Inf,"PearsonIII",0.143249996295672,-4.7534243088229
1,1589,-125,53.2,373,1981-01-01,-Inf,"PearsonIII",0.146375849248232,-4.7534243088229
1,1590,-124.9,53.2,373,1981-01-01,-Inf,"PearsonIII",0.149411741726182,-4.7534243088229
