"timescale","cell","x","y","time_col","date","spi_raw","best_dist","rmse","spi_clipped"
24,1388,-124.3,53.6,331,1977-07-01,Inf,"PearsonIII",0.360124548984293,4.75342430881709
24,1389,-124.2,53.6,331,1977-07-01,Inf,"PearsonIII",0.360526850123754,4.75342430881709
24,1441,-124.2,53.5,331,1977-07-01,Inf,"PearsonIII",0.359710417036481,4.75342430881709
24,140,-124.3,56,565,1997-01-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,140,-124.3,56,567,1997-03-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,87,-124.4,56.1,568,1997-04-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,568,1997-04-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,568,1997-04-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,568,1997-04-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,569,1997-05-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,569,1997-05-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,569,1997-05-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,569,1997-05-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,569,1997-05-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,570,1997-06-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,570,1997-06-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,570,1997-06-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,570,1997-06-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,570,1997-06-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,571,1997-07-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,571,1997-07-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,571,1997-07-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,571,1997-07-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,571,1997-07-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,573,1997-09-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,573,1997-09-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,573,1997-09-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,140,-124.3,56,573,1997-09-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,574,1997-10-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,574,1997-10-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,574,1997-10-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,574,1997-10-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,574,1997-10-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,575,1997-11-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,575,1997-11-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,575,1997-11-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,575,1997-11-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,575,1997-11-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,576,1997-12-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,576,1997-12-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,576,1997-12-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,576,1997-12-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,576,1997-12-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,577,1998-01-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,577,1998-01-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,577,1998-01-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,577,1998-01-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,577,1998-01-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,578,1998-02-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,578,1998-02-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,578,1998-02-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,578,1998-02-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,578,1998-02-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,579,1998-03-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,579,1998-03-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,579,1998-03-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,579,1998-03-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,579,1998-03-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,140,-124.3,56,580,1998-04-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,87,-124.4,56.1,631,2002-07-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,88,-124.3,56.1,631,2002-07-01,Inf,"PearsonIII",0.352528168060237,4.75342430881709
24,89,-124.2,56.1,631,2002-07-01,Inf,"PearsonIII",0.354520502529472,4.75342430881709
24,140,-124.3,56,631,2002-07-01,Inf,"PearsonIII",0.353103613334221,4.75342430881709
24,86,-124.5,56.1,851,2020-11-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
24,87,-124.4,56.1,851,2020-11-01,Inf,"PearsonIII",0.351583452080856,4.75342430881709
24,86,-124.5,56.1,852,2020-12-01,Inf,"PearsonIII",0.353254132821928,4.75342430881709
