"timescale","cell","x","y","time_col","date","spi_raw","best_dist","rmse","spi_clipped"
3,1483,-125.2,53.4,882,2023-06-01,-Inf,"PearsonIII",0.276367541625673,-4.7534243088229
3,1484,-125.1,53.4,882,2023-06-01,-Inf,"PearsonIII",0.276950600296899,-4.7534243088229
3,1485,-125,53.4,882,2023-06-01,-Inf,"PearsonIII",0.277141078974494,-4.7534243088229
3,1486,-124.9,53.4,882,2023-06-01,-Inf,"PearsonIII",0.277065542522694,-4.7534243088229
3,1487,-124.8,53.4,882,2023-06-01,-Inf,"PearsonIII",0.276923329064956,-4.7534243088229
3,1534,-125.3,53.3,882,2023-06-01,-Inf,"PearsonIII",0.276410516888748,-4.7534243088229
3,1535,-125.2,53.3,882,2023-06-01,-Inf,"PearsonIII",0.276469833637535,-4.7534243088229
3,1536,-125.1,53.3,882,2023-06-01,-Inf,"PearsonIII",0.277012035954559,-4.7534243088229
3,1537,-125,53.3,882,2023-06-01,-Inf,"PearsonIII",0.277447635562702,-4.7534243088229
3,1538,-124.9,53.3,882,2023-06-01,-Inf,"PearsonIII",0.27777201527048,-4.7534243088229
3,1539,-124.8,53.3,882,2023-06-01,-Inf,"PearsonIII",0.278003546900661,-4.7534243088229
3,1540,-124.7,53.3,882,2023-06-01,-Inf,"PearsonIII",0.278337887505849,-4.7534243088229
3,1542,-124.5,53.3,882,2023-06-01,-Inf,"PearsonIII",0.278535312837194,-4.7534243088229
3,1586,-125.3,53.2,882,2023-06-01,-Inf,"PearsonIII",0.276399433710434,-4.7534243088229
3,1587,-125.2,53.2,882,2023-06-01,-Inf,"PearsonIII",0.276620061712765,-4.7534243088229
3,1588,-125.1,53.2,882,2023-06-01,-Inf,"PearsonIII",0.27717625012801,-4.7534243088229
3,1589,-125,53.2,882,2023-06-01,-Inf,"PearsonIII",0.277558363351615,-4.7534243088229
3,1590,-124.9,53.2,882,2023-06-01,-Inf,"PearsonIII",0.278001217369757,-4.7534243088229
3,1591,-124.8,53.2,882,2023-06-01,-Inf,"PearsonIII",0.27820322843916,-4.7534243088229
3,1592,-124.7,53.2,882,2023-06-01,-Inf,"PearsonIII",0.278649134917502,-4.7534243088229
3,1593,-124.6,53.2,882,2023-06-01,-Inf,"PearsonIII",0.278946424576354,-4.7534243088229
3,1594,-124.5,53.2,882,2023-06-01,-Inf,"PearsonIII",0.279139879097104,-4.7534243088229
3,1595,-124.4,53.2,882,2023-06-01,-Inf,"PearsonIII",0.279138024243392,-4.7534243088229
3,1638,-125.3,53.1,882,2023-06-01,-Inf,"PearsonIII",0.276139995884457,-4.7534243088229
3,1639,-125.2,53.1,882,2023-06-01,-Inf,"PearsonIII",0.276351313073682,-4.7534243088229
3,1640,-125.1,53.1,882,2023-06-01,-Inf,"PearsonIII",0.276783209210989,-4.7534243088229
3,1641,-125,53.1,882,2023-06-01,-Inf,"PearsonIII",0.277497758295833,-4.7534243088229
3,1642,-124.9,53.1,882,2023-06-01,-Inf,"PearsonIII",0.27775469278221,-4.7534243088229
3,1643,-124.8,53.1,882,2023-06-01,-Inf,"PearsonIII",0.277928914092929,-4.7534243088229
3,1644,-124.7,53.1,882,2023-06-01,-Inf,"PearsonIII",0.278590252668683,-4.7534243088229
3,1645,-124.6,53.1,882,2023-06-01,-Inf,"PearsonIII",0.279262283702292,-4.7534243088229
3,1646,-124.5,53.1,882,2023-06-01,-Inf,"PearsonIII",0.280117568611935,-4.7534243088229
3,1647,-124.4,53.1,882,2023-06-01,-Inf,"PearsonIII",0.281113824889798,-4.7534243088229
3,1648,-124.3,53.1,882,2023-06-01,-Inf,"PearsonIII",0.282133990064097,-4.7534243088229
3,1690,-125.3,53,882,2023-06-01,-Inf,"PearsonIII",0.275808142757813,-4.7534243088229
3,1691,-125.2,53,882,2023-06-01,-Inf,"PearsonIII",0.27617053940896,-4.7534243088229
3,1692,-125.1,53,882,2023-06-01,-Inf,"PearsonIII",0.276968351325057,-4.7534243088229
3,1693,-125,53,882,2023-06-01,-Inf,"PearsonIII",0.277388792865155,-4.7534243088229
3,1694,-124.9,53,882,2023-06-01,-Inf,"PearsonIII",0.277756074597234,-4.7534243088229
3,1695,-124.8,53,882,2023-06-01,-Inf,"PearsonIII",0.278232572627266,-4.7534243088229
3,1696,-124.7,53,882,2023-06-01,-Inf,"PearsonIII",0.278912109879553,-4.7534243088229
3,1697,-124.6,53,882,2023-06-01,-Inf,"PearsonIII",0.279988059839419,-4.7534243088229
3,1698,-124.5,53,882,2023-06-01,-Inf,"PearsonIII",0.281602083256796,-4.7534243088229
3,1742,-125.3,52.9,882,2023-06-01,-Inf,"PearsonIII",0.276336789763664,-4.7534243088229
3,1743,-125.2,52.9,882,2023-06-01,-Inf,"PearsonIII",0.276835022340691,-4.7534243088229
3,1744,-125.1,52.9,882,2023-06-01,-Inf,"PearsonIII",0.277920615834557,-4.7534243088229
3,1745,-125,52.9,882,2023-06-01,-Inf,"PearsonIII",0.278986130218157,-4.7534243088229
3,1746,-124.9,52.9,882,2023-06-01,-Inf,"PearsonIII",0.279902450558583,-4.7534243088229
3,1747,-124.8,52.9,882,2023-06-01,-Inf,"PearsonIII",0.280689273707418,-4.7534243088229
3,1748,-124.7,52.9,882,2023-06-01,-Inf,"PearsonIII",0.281990416003747,-4.7534243088229
3,1586,-125.3,53.2,883,2023-07-01,-Inf,"PearsonIII",0.276399433710434,-4.7534243088229
3,1587,-125.2,53.2,883,2023-07-01,-Inf,"PearsonIII",0.276620061712765,-4.7534243088229
3,1588,-125.1,53.2,883,2023-07-01,-Inf,"PearsonIII",0.27717625012801,-4.7534243088229
3,1589,-125,53.2,883,2023-07-01,-Inf,"PearsonIII",0.277558363351615,-4.7534243088229
3,1638,-125.3,53.1,883,2023-07-01,-Inf,"PearsonIII",0.276139995884457,-4.7534243088229
3,1639,-125.2,53.1,883,2023-07-01,-Inf,"PearsonIII",0.276351313073682,-4.7534243088229
3,1640,-125.1,53.1,883,2023-07-01,-Inf,"PearsonIII",0.276783209210989,-4.7534243088229
3,1641,-125,53.1,883,2023-07-01,-Inf,"PearsonIII",0.277497758295833,-4.7534243088229
