"timescale","cell","x","y","time_col","date","spi_raw","best_dist","rmse","spi_clipped"
6,302,-123.7,55.7,206,1967-02-01,Inf,"PearsonIII",0.320009684696372,4.75342430881709
6,510,-123.7,55.3,241,1970-01-01,Inf,"PearsonIII",0.320439264176695,4.75342430881709
6,511,-123.6,55.3,241,1970-01-01,Inf,"PearsonIII",0.319978164000459,4.75342430881709
6,561,-123.8,55.2,241,1970-01-01,Inf,"PearsonIII",0.321220940688555,4.75342430881709
6,562,-123.7,55.2,241,1970-01-01,Inf,"PearsonIII",0.321062754364926,4.75342430881709
6,563,-123.6,55.2,241,1970-01-01,Inf,"PearsonIII",0.319930381401256,4.75342430881709
6,564,-123.5,55.2,241,1970-01-01,Inf,"PearsonIII",0.319252154814693,4.75342430881709
6,613,-123.8,55.1,241,1970-01-01,Inf,"PearsonIII",0.322177703302454,4.75342430881709
6,614,-123.7,55.1,241,1970-01-01,Inf,"PearsonIII",0.321781991138754,4.75342430881709
6,615,-123.6,55.1,241,1970-01-01,Inf,"PearsonIII",0.320971183806616,4.75342430881709
6,616,-123.5,55.1,241,1970-01-01,Inf,"PearsonIII",0.320156121144357,4.75342430881709
6,617,-123.4,55.1,241,1970-01-01,Inf,"PearsonIII",0.319333331724845,4.75342430881709
6,618,-123.3,55.1,241,1970-01-01,Inf,"PearsonIII",0.318943591939291,4.75342430881709
6,619,-123.2,55.1,241,1970-01-01,Inf,"PearsonIII",0.318757028077758,4.75342430881709
6,666,-123.7,55,241,1970-01-01,Inf,"PearsonIII",0.322855583110634,4.75342430881709
6,667,-123.6,55,241,1970-01-01,Inf,"PearsonIII",0.321897181144219,4.75342430881709
6,668,-123.5,55,241,1970-01-01,Inf,"PearsonIII",0.320962348263711,4.75342430881709
6,669,-123.4,55,241,1970-01-01,Inf,"PearsonIII",0.320099417585969,4.75342430881709
6,670,-123.3,55,241,1970-01-01,Inf,"PearsonIII",0.31973575716349,4.75342430881709
6,671,-123.2,55,241,1970-01-01,Inf,"PearsonIII",0.319691786024923,4.75342430881709
6,719,-123.6,54.9,241,1970-01-01,Inf,"PearsonIII",0.321904036237264,4.75342430881709
6,720,-123.5,54.9,241,1970-01-01,Inf,"PearsonIII",0.321055579039403,4.75342430881709
6,721,-123.4,54.9,241,1970-01-01,Inf,"PearsonIII",0.320425994939324,4.75342430881709
6,722,-123.3,54.9,241,1970-01-01,Inf,"PearsonIII",0.320002880746624,4.75342430881709
6,723,-123.2,54.9,241,1970-01-01,Inf,"PearsonIII",0.319597991140255,4.75342430881709
6,724,-123.1,54.9,241,1970-01-01,Inf,"PearsonIII",0.31925801722524,4.75342430881709
6,771,-123.6,54.8,241,1970-01-01,Inf,"PearsonIII",0.320589688809344,4.75342430881709
6,772,-123.5,54.8,241,1970-01-01,Inf,"PearsonIII",0.320022452319802,4.75342430881709
6,773,-123.4,54.8,241,1970-01-01,Inf,"PearsonIII",0.319725539172672,4.75342430881709
6,774,-123.3,54.8,241,1970-01-01,Inf,"PearsonIII",0.319348636130802,4.75342430881709
6,775,-123.2,54.8,241,1970-01-01,Inf,"PearsonIII",0.319203999831888,4.75342430881709
6,776,-123.1,54.8,241,1970-01-01,Inf,"PearsonIII",0.319028829894324,4.75342430881709
6,777,-123,54.8,241,1970-01-01,Inf,"PearsonIII",0.318716298048778,4.75342430881709
6,778,-122.9,54.8,241,1970-01-01,Inf,"PearsonIII",0.318412383489755,4.75342430881709
6,779,-122.8,54.8,241,1970-01-01,Inf,"PearsonIII",0.318163617104466,4.75342430881709
6,824,-123.5,54.7,241,1970-01-01,Inf,"PearsonIII",0.319197920467537,4.75342430881709
6,825,-123.4,54.7,241,1970-01-01,Inf,"PearsonIII",0.319156908244892,4.75342430881709
