"timescale","cell","x","y","time_col","date","spi_raw","best_dist","rmse","spi_clipped"
9,301,-123.8,55.7,207,1967-03-01,Inf,"PearsonIII",0.336493625678562,4.75342430881709
9,353,-123.8,55.6,207,1967-03-01,Inf,"PearsonIII",0.336265874114148,4.75342430881709
9,404,-123.9,55.5,208,1967-04-01,Inf,"PearsonIII",0.336492066101413,4.75342430881709
9,405,-123.8,55.5,208,1967-04-01,Inf,"PearsonIII",0.336043106910953,4.75342430881709
9,406,-123.7,55.5,208,1967-04-01,Inf,"PearsonIII",0.33594777276073,4.75342430881709
9,165,-127,55.9,692,2007-08-01,Inf,"PearsonIII",0.327961915179822,4.75342430881709
9,166,-126.9,55.9,692,2007-08-01,Inf,"PearsonIII",0.327311593940239,4.75342430881709
9,360,-123.1,55.6,743,2011-11-01,Inf,"PearsonIII",0.332855674104233,4.75342430881709
9,361,-123,55.6,743,2011-11-01,Inf,"PearsonIII",0.332744340641112,4.75342430881709
9,362,-122.9,55.6,743,2011-11-01,Inf,"PearsonIII",0.332851137065238,4.75342430881709
9,414,-122.9,55.5,743,2011-11-01,Inf,"PearsonIII",0.332286726922541,4.75342430881709
9,415,-122.8,55.5,743,2011-11-01,Inf,"PearsonIII",0.332484161411862,4.75342430881709
9,447,-124.8,55.4,743,2011-11-01,Inf,"PearsonIII",0.330093706736976,4.75342430881709
9,448,-124.7,55.4,743,2011-11-01,Inf,"PearsonIII",0.331403028790655,4.75342430881709
9,449,-124.6,55.4,743,2011-11-01,Inf,"PearsonIII",0.332487492754817,4.75342430881709
9,500,-124.7,55.3,743,2011-11-01,Inf,"PearsonIII",0.330891481156757,4.75342430881709
9,257,-123,55.8,744,2011-12-01,Inf,"PearsonIII",0.335706805149102,4.75342430881709
9,258,-122.9,55.8,744,2011-12-01,Inf,"PearsonIII",0.336579108142134,4.75342430881709
9,288,-125.1,55.7,744,2011-12-01,Inf,"PearsonIII",0.327763525401477,4.75342430881709
9,289,-125,55.7,744,2011-12-01,Inf,"PearsonIII",0.330377614917359,4.75342430881709
9,290,-124.9,55.7,744,2011-12-01,Inf,"PearsonIII",0.332680528647284,4.75342430881709
9,308,-123.1,55.7,744,2011-12-01,Inf,"PearsonIII",0.333748888097331,4.75342430881709
9,309,-123,55.7,744,2011-12-01,Inf,"PearsonIII",0.333847535360815,4.75342430881709
9,310,-122.9,55.7,744,2011-12-01,Inf,"PearsonIII",0.334132304952404,4.75342430881709
9,311,-122.8,55.7,744,2011-12-01,Inf,"PearsonIII",0.33506322388185,4.75342430881709
9,339,-125.2,55.6,744,2011-12-01,Inf,"PearsonIII",0.326215806625275,4.75342430881709
9,340,-125.1,55.6,744,2011-12-01,Inf,"PearsonIII",0.327772827440288,4.75342430881709
9,341,-125,55.6,744,2011-12-01,Inf,"PearsonIII",0.329270162123464,4.75342430881709
9,342,-124.9,55.6,744,2011-12-01,Inf,"PearsonIII",0.331082375361493,4.75342430881709
9,343,-124.8,55.6,744,2011-12-01,Inf,"PearsonIII",0.332618368032212,4.75342430881709
9,344,-124.7,55.6,744,2011-12-01,Inf,"PearsonIII",0.334245605922947,4.75342430881709
9,345,-124.6,55.6,744,2011-12-01,Inf,"PearsonIII",0.335720861058374,4.75342430881709
9,360,-123.1,55.6,744,2011-12-01,Inf,"PearsonIII",0.332855674104233,4.75342430881709
9,361,-123,55.6,744,2011-12-01,Inf,"PearsonIII",0.332744340641112,4.75342430881709
9,362,-122.9,55.6,744,2011-12-01,Inf,"PearsonIII",0.332851137065238,4.75342430881709
9,363,-122.8,55.6,744,2011-12-01,Inf,"PearsonIII",0.333028497683746,4.75342430881709
9,392,-125.1,55.5,744,2011-12-01,Inf,"PearsonIII",0.327198133120126,4.75342430881709
9,393,-125,55.5,744,2011-12-01,Inf,"PearsonIII",0.328373405155034,4.75342430881709
9,394,-124.9,55.5,744,2011-12-01,Inf,"PearsonIII",0.32940696545662,4.75342430881709
9,395,-124.8,55.5,744,2011-12-01,Inf,"PearsonIII",0.330670823562026,4.75342430881709
9,396,-124.7,55.5,744,2011-12-01,Inf,"PearsonIII",0.33214611047881,4.75342430881709
9,397,-124.6,55.5,744,2011-12-01,Inf,"PearsonIII",0.333603822537079,4.75342430881709
9,398,-124.5,55.5,744,2011-12-01,Inf,"PearsonIII",0.335083540475981,4.75342430881709
9,415,-122.8,55.5,744,2011-12-01,Inf,"PearsonIII",0.332484161411862,4.75342430881709
9,447,-124.8,55.4,744,2011-12-01,Inf,"PearsonIII",0.330093706736976,4.75342430881709
9,448,-124.7,55.4,744,2011-12-01,Inf,"PearsonIII",0.331403028790655,4.75342430881709
9,449,-124.6,55.4,744,2011-12-01,Inf,"PearsonIII",0.332487492754817,4.75342430881709
9,468,-122.7,55.4,744,2011-12-01,Inf,"PearsonIII",0.332508818140951,4.75342430881709
9,234,-125.3,55.8,745,2012-01-01,Inf,"PearsonIII",0.324724027102006,4.75342430881709
9,235,-125.2,55.8,745,2012-01-01,Inf,"PearsonIII",0.325848623427125,4.75342430881709
9,236,-125.1,55.8,745,2012-01-01,Inf,"PearsonIII",0.328321785708577,4.75342430881709
