station_id,name,lat,lon,area_km2,weight,weight_pct
1085835,OOTSA L SKINS L SPILLWAY,53.733,-125.55,18598.9,0.39369472602676225,39.37
1092970,FORT ST JAMES,54.45,-124.25,12378,0.2620129194843904,26.2
1096450,PRINCE GEORGE,53.883,-122.683,5021.5,0.10629380140213131,10.63
1064020,KEMANO,53.567,-127.983,4038.6,0.08548862995733907,8.55
1183090,GERMANSEN LANDING,55.783,-124.717,2782.1,0.05889047287167652,5.89
1077500,SMITHERS,54.817,-127.183,2005.8,0.042459006925987176,4.25
1073347,HAZELTON TEMLEHAN,55.267,-127.667,1665.6,0.03525753574823923,3.53
1060841,BELLA COOLA,52.367,-126.767,557.3,0.011797623386111483,1.18
1096630,QUESNEL,53.033,-122.517,193.9,0.004105284197362511,0.41
