Date,Parameter,Level_m,Symbol
2014-05-18,Level,1.71800005435944,NA
2014-05-19,Level,1.75300002098083,NA
2014-05-20,Level,1.79499995708466,NA
2014-05-21,Level,1.82000005245209,NA
2014-05-22,Level,1.85099995136261,NA
2014-05-23,Level,1.90499997138977,NA
2014-05-24,Level,1.94099998474121,NA
2014-05-25,Level,1.97500002384186,NA
2014-05-26,Level,2.01099991798401,NA
2014-05-27,Level,2.04800009727478,NA
2014-05-28,Level,2.08699989318848,NA
2014-05-29,Level,2.12299990653992,NA
2014-05-30,Level,2.15599989891052,NA
2014-05-31,Level,2.19099998474121,NA
2014-06-01,Level,2.21700000762939,NA
2014-06-02,Level,2.24900007247925,NA
2014-06-03,Level,2.28399991989136,NA
2014-06-04,Level,2.31200003623962,NA
2014-06-05,Level,2.32100009918213,NA
2014-06-06,Level,2.34200000762939,NA
2014-06-07,Level,2.3659999370575,NA
2014-06-08,Level,2.39000010490417,NA
2014-06-09,Level,2.42300009727478,NA
2014-06-10,Level,2.41700005531311,NA
2014-06-11,Level,2.42600011825562,NA
2014-06-12,Level,2.44199991226196,NA
2014-06-13,Level,2.45199990272522,NA
2014-06-14,Level,2.46399998664856,NA
2014-06-15,Level,2.46499991416931,NA
2014-06-16,Level,2.47399997711182,NA
2014-06-17,Level,2.46900010108948,NA
2014-06-18,Level,2.47000002861023,NA
2014-06-19,Level,2.46499991416931,NA
2014-06-20,Level,2.47699999809265,NA
2014-06-21,Level,2.47000002861023,NA
2014-06-22,Level,2.46399998664856,NA
2014-06-23,Level,2.46600008010864,NA
2014-06-24,Level,2.46499991416931,NA
2014-06-25,Level,2.46199989318848,NA
2014-06-26,Level,2.44899988174438,NA
2014-06-27,Level,2.43400001525879,NA
2014-06-28,Level,2.43300008773804,NA
2014-06-29,Level,2.43099999427795,NA
2014-06-30,Level,2.41799998283386,NA
2014-07-01,Level,2.40000009536743,NA
2014-07-02,Level,2.39199995994568,NA
2014-07-03,Level,2.375,NA
2014-07-04,Level,2.34699988365173,NA
2014-07-05,Level,2.33100008964539,NA
2014-07-06,Level,2.32299995422363,NA
2014-07-07,Level,2.29999995231628,NA
2014-07-08,Level,2.29500007629395,NA
2014-07-09,Level,2.29500007629395,NA
2014-07-10,Level,2.25200009346008,NA
2014-07-11,Level,2.22000002861023,NA
2014-07-12,Level,2.21000003814697,NA
2014-07-13,Level,2.19199991226196,NA
2014-07-14,Level,2.17600011825562,NA
2014-07-15,Level,2.15799999237061,NA
2014-07-16,Level,2.1470000743866,NA
2014-07-17,Level,2.12899994850159,NA
2014-07-18,Level,2.09699988365173,NA
2014-07-19,Level,2.08400011062622,NA
2014-07-20,Level,2.05999994277954,NA
2014-07-21,Level,2.02699995040894,NA
2014-07-22,Level,2.03299999237061,NA
2014-07-23,Level,2.00500011444092,NA
2014-07-24,Level,2.00399994850159,NA
2014-07-25,Level,1.96200001239777,NA
2014-07-26,Level,1.93099999427795,NA
2014-07-27,Level,1.91299998760223,NA
2014-07-28,Level,1.89300000667572,NA
2014-07-29,Level,1.87699997425079,NA
2014-07-30,Level,1.85599994659424,NA
2014-07-31,Level,1.83599996566772,NA
2014-08-01,Level,1.81299996376038,NA
2014-08-02,Level,1.79100000858307,NA
2014-08-03,Level,1.77100002765656,NA
2014-08-04,Level,1.75100004673004,NA
2014-08-05,Level,1.73599994182587,NA
2014-08-06,Level,1.73399996757507,NA
2014-08-07,Level,1.69200003147125,NA
2014-08-08,Level,1.66700005531311,NA
2014-08-09,Level,1.64300000667572,NA
2014-08-10,Level,1.62199997901917,NA
2014-08-11,Level,1.60699999332428,NA
2014-08-12,Level,1.58700001239777,NA
2014-08-13,Level,1.57200002670288,NA
2014-08-14,Level,1.54799997806549,NA
2014-08-15,Level,1.53299999237061,NA
2014-08-16,Level,1.52799999713898,NA
2014-08-17,Level,1.4889999628067,NA
2014-08-18,Level,1.48300004005432,NA
2014-08-19,Level,1.46200001239777,NA
2014-08-20,Level,1.42200005054474,NA
2014-08-21,Level,1.40400004386902,NA
2014-08-22,Level,1.38199996948242,NA
2014-08-23,Level,1.35099995136261,NA
2014-08-24,Level,1.33899998664856,NA
2014-08-25,Level,1.317999958992,NA
2014-08-26,Level,1.31299996376038,NA
2014-08-27,Level,1.30299997329712,NA
2014-08-28,Level,1.26499998569489,NA
2014-08-29,Level,1.24500000476837,NA
2014-08-30,Level,1.22800004482269,NA
2014-08-31,Level,1.21200001239777,NA
2014-09-01,Level,1.18700003623962,NA
2014-09-02,Level,1.20000004768372,NA
2014-09-03,Level,1.17799997329712,NA
2014-09-04,Level,1.15199995040894,NA
2014-09-05,Level,1.12399995326996,NA
2014-09-06,Level,1.11000001430511,NA
2014-09-07,Level,1.08899998664856,NA
2014-09-08,Level,1.09399998188019,NA
2014-09-09,Level,1.06400001049042,NA
2014-09-10,Level,1.03799998760223,NA
2014-09-11,Level,1.00899994373322,NA
2014-09-12,Level,1.01199996471405,NA
2014-09-13,Level,0.980000019073486,NA
2014-09-14,Level,0.967999994754791,NA
2014-09-15,Level,0.953999996185303,NA
2014-09-16,Level,0.944000005722046,NA
2014-09-17,Level,0.924000024795532,NA
2014-09-18,Level,0.90499997138977,NA
2014-09-19,Level,0.907999992370606,NA
2014-09-20,Level,0.869000017642975,NA
2014-09-21,Level,0.861000001430511,NA
2014-09-22,Level,0.857999980449677,NA
2014-09-23,Level,0.839999973773956,NA
2014-09-24,Level,0.819000005722046,NA
2014-09-25,Level,0.819000005722046,NA
2014-09-26,Level,0.802999973297119,NA
2014-09-27,Level,0.777999997138977,NA
2014-09-28,Level,0.748000025749207,NA
2014-09-29,Level,0.767000019550323,NA
2014-09-30,Level,0.754999995231628,NA
2014-10-01,Level,0.773000001907349,NA
2014-10-02,Level,0.695999979972839,NA
2014-10-03,Level,0.647000014781952,NA
2014-10-04,Level,0.680000007152557,NA
2014-10-05,Level,0.674000024795532,NA
2014-10-06,Level,0.685000002384186,NA
2014-10-07,Level,0.666999995708466,NA
2014-10-08,Level,0.66100001335144,NA
2014-10-09,Level,0.638999998569489,NA
2014-10-10,Level,0.633000016212463,NA
2014-10-11,Level,0.637000024318695,NA
2014-10-12,Level,0.615000009536743,NA
2014-10-13,Level,0.610000014305115,NA
2014-10-14,Level,0.629999995231628,NA
2014-10-15,Level,0.621999979019165,NA
2014-10-16,Level,0.596000015735626,NA
2014-10-17,Level,0.589999973773956,NA
2014-10-18,Level,0.623000025749207,NA
2014-10-19,Level,0.620999991893768,NA
2014-10-20,Level,0.630999982357025,NA
2014-10-21,Level,0.617999970912933,NA
2014-10-22,Level,0.640999972820282,NA
2014-10-23,Level,0.662999987602234,NA
2014-10-24,Level,0.647000014781952,NA
2014-10-25,Level,0.657999992370605,NA
2014-10-26,Level,0.680999994277954,NA
2014-10-27,Level,0.640999972820282,NA
2014-10-28,Level,0.649999976158142,NA
2014-10-29,Level,0.699999988079071,NA
2014-10-30,Level,0.688000023365021,NA
2014-10-31,Level,0.717999994754791,NA
2014-11-01,Level,0.712999999523163,NA
2014-11-02,Level,0.720000028610229,NA
2014-11-03,Level,0.736999988555908,NA
2014-11-04,Level,0.776000022888184,NA
2014-11-05,Level,0.755999982357025,NA
2014-11-06,Level,0.818000018596649,NA
2014-11-07,Level,0.806999981403351,NA
2014-11-08,Level,0.841000020503998,NA
2014-11-09,Level,0.889999985694885,NA
2014-11-10,Level,0.864000022411346,NA
2014-11-11,Level,0.870000004768372,NA
2014-11-12,Level,0.88400000333786,NA
2014-11-13,Level,0.899999976158142,NA
2014-11-14,Level,0.91100001335144,NA
2014-11-15,Level,0.898999989032745,NA
2014-11-16,Level,0.91100001335144,NA
2014-11-17,Level,0.921999990940094,NA
2014-11-18,Level,0.933000028133392,NA
2014-11-19,Level,0.939000010490418,NA
2014-11-20,Level,0.944000005722046,NA
2014-11-21,Level,0.948000013828278,NA
2014-11-22,Level,0.996999979019165,NA
2014-11-23,Level,0.980000019073486,NA
2014-11-24,Level,0.991999983787537,NA
2014-11-25,Level,1.00800001621246,NA
2014-11-26,Level,1.01300001144409,NA
2014-11-27,Level,1.03699994087219,NA
2014-11-28,Level,0.953999996185303,NA
2014-11-29,Level,0.947000026702881,NA
2014-11-30,Level,0.967000007629394,NA
2014-12-01,Level,0.998000025749206,NA
2014-12-02,Level,1.00499999523163,NA
2014-12-03,Level,1.00999999046326,NA
2014-12-04,Level,1.01199996471405,NA
2014-12-05,Level,1.01800000667572,NA
2014-12-06,Level,1.02600002288818,NA
2014-12-07,Level,1.02999997138977,NA
2014-12-08,Level,1.02900004386902,NA
2014-12-09,Level,1.02799999713898,NA
2014-12-10,Level,1.04200005531311,NA
2014-12-11,Level,1.04700005054474,NA
2014-12-12,Level,1.05499994754791,NA
2014-12-13,Level,1.05599999427795,NA
2014-12-14,Level,1.05400002002716,NA
2014-12-15,Level,1.05400002002716,NA
2014-12-16,Level,1.05200004577637,NA
2014-12-17,Level,1.04999995231628,NA
2014-12-18,Level,1.04999995231628,NA
2014-12-19,Level,1.04299998283386,NA
2014-12-20,Level,1.03799998760223,NA
2014-12-21,Level,1.04200005531311,NA
2014-12-22,Level,1.04100000858307,NA
2014-12-23,Level,1.02999997138977,NA
2014-12-24,Level,1.0349999666214,NA
2014-12-25,Level,1.03999996185303,NA
2014-12-26,Level,1.03299999237061,NA
2014-12-27,Level,1.04700005054474,NA
2014-12-28,Level,1.05400002002716,NA
2014-12-29,Level,1.03400003910065,NA
2014-12-30,Level,1.02900004386902,NA
2014-12-31,Level,1.02400004863739,NA
2015-01-01,Level,1.01900005340576,NA
2015-01-02,Level,1.01699995994568,NA
2015-01-03,Level,1.02100002765656,NA
2015-01-04,Level,1.01199996471405,NA
2015-01-05,Level,1.00999999046326,NA
2015-01-06,Level,1.02900004386902,NA
2015-01-07,Level,1.02799999713898,NA
2015-01-08,Level,1.02400004863739,NA
2015-01-09,Level,1.01600003242493,NA
2015-01-10,Level,1.00899994373322,NA
2015-01-11,Level,1.00399994850159,NA
2015-01-12,Level,0.995999991893768,NA
2015-01-13,Level,0.989000022411346,NA
2015-01-14,Level,0.986999988555908,NA
2015-01-15,Level,0.976999998092651,NA
2015-01-16,Level,0.97299998998642,NA
2015-01-17,Level,0.967999994754791,NA
2015-01-18,Level,0.971000015735626,NA
2015-01-19,Level,0.962999999523163,NA
2015-01-20,Level,0.957000017166138,NA
2015-01-21,Level,0.945999979972839,NA
2015-01-22,Level,0.944999992847443,NA
2015-01-23,Level,0.938000023365021,NA
2015-01-24,Level,0.939999997615814,NA
2015-01-25,Level,0.938000023365021,NA
2015-01-26,Level,0.949000000953674,NA
2015-01-27,Level,0.944999992847443,NA
2015-01-28,Level,0.944000005722046,NA
2015-01-29,Level,0.936999976634979,NA
2015-01-30,Level,0.955999970436096,NA
2015-01-31,Level,0.953000009059906,NA
2015-02-01,Level,0.955999970436096,NA
2015-02-02,Level,0.962000012397766,NA
2015-02-03,Level,0.955999970436096,NA
2015-02-04,Level,0.949000000953674,NA
2015-02-05,Level,0.9549999833107,NA
2015-02-06,Level,0.961000025272369,NA
2015-02-07,Level,0.955999970436096,NA
2015-02-08,Level,0.955999970436096,NA
2015-02-09,Level,0.957000017166138,NA
2015-02-10,Level,0.950999975204468,NA
2015-02-11,Level,0.948000013828278,NA
2015-02-12,Level,0.958000004291534,NA
2015-02-13,Level,0.964999973773956,NA
2015-02-14,Level,0.964999973773956,NA
2015-02-15,Level,0.961000025272369,NA
2015-02-16,Level,0.958000004291534,NA
2015-02-17,Level,0.953000009059906,NA
2015-02-18,Level,0.949999988079071,NA
2015-02-19,Level,0.947000026702881,NA
2015-02-20,Level,0.944999992847443,NA
2015-02-21,Level,0.940999984741211,NA
2015-02-22,Level,0.935000002384186,NA
2015-02-23,Level,0.931999981403351,NA
2015-02-24,Level,0.926999986171722,NA
2015-02-25,Level,0.924000024795532,NA
2015-02-26,Level,0.922999978065491,NA
2015-02-27,Level,0.922999978065491,NA
2015-02-28,Level,0.913999974727631,NA
2015-03-01,Level,0.91100001335144,NA
2015-03-02,Level,0.906000018119812,NA
2015-03-03,Level,0.899999976158142,NA
2015-03-04,Level,0.898000001907349,NA
2015-03-05,Level,0.888999998569489,NA
2015-03-06,Level,0.892000019550323,NA
2015-03-07,Level,0.889999985694885,NA
2015-03-08,Level,0.875999987125397,NA
2015-03-09,Level,0.870999991893768,NA
2015-03-10,Level,0.88400000333786,NA
2015-03-11,Level,0.88400000333786,NA
2015-03-12,Level,0.875999987125397,NA
2015-03-13,Level,0.879000008106232,NA
2015-03-14,Level,0.90200001001358,NA
2015-03-15,Level,0.915000021457672,NA
2015-03-16,Level,0.916999995708466,NA
2015-03-17,Level,0.924000024795532,NA
2015-03-18,Level,0.929000020027161,NA
2015-03-19,Level,0.940999984741211,NA
2015-03-20,Level,0.957000017166138,NA
2015-03-21,Level,0.97000002861023,NA
2015-03-22,Level,0.975000023841858,NA
2015-03-23,Level,0.990000009536743,NA
2015-03-24,Level,0.995999991893768,NA
2015-03-25,Level,1.01600003242493,NA
2015-03-26,Level,1.03900003433228,NA
2015-03-27,Level,1.06500005722046,NA
2015-03-28,Level,1.07099997997284,NA
2015-03-29,Level,1.08700001239777,NA
2015-03-30,Level,1.12600004673004,NA
2015-03-31,Level,1.17299997806549,NA
2015-04-01,Level,1.2039999961853,NA
2015-04-02,Level,1.23399996757507,NA
2015-04-03,Level,1.26900005340576,NA
2015-04-04,Level,1.29999995231628,NA
2015-04-05,Level,1.34200000762939,NA
2015-04-06,Level,1.36699998378754,NA
2015-04-07,Level,1.38999998569489,NA
2015-04-08,Level,1.41400003433228,NA
2015-04-09,Level,1.432000041008,NA
2015-04-10,Level,1.45200002193451,NA
2015-04-11,Level,1.4889999628067,NA
2015-04-12,Level,1.50899994373322,NA
2015-04-13,Level,1.50399994850159,NA
2015-04-14,Level,1.54900002479553,NA
2015-04-15,Level,1.55299997329712,NA
2015-04-16,Level,1.57700002193451,NA
2015-04-17,Level,1.61199998855591,NA
2015-04-18,Level,1.62300002574921,NA
2015-04-19,Level,1.64300000667572,NA
2015-04-20,Level,1.66700005531311,NA
2015-04-21,Level,1.70500004291534,NA
2015-04-22,Level,1.7389999628067,NA
2015-04-23,Level,1.75399994850159,NA
2015-04-24,Level,1.79299998283386,NA
2015-04-25,Level,1.82299995422363,NA
2015-04-26,Level,1.8400000333786,NA
2015-04-27,Level,1.86899995803833,NA
2015-04-28,Level,1.90900003910065,NA
2015-04-29,Level,1.93099999427795,NA
2015-04-30,Level,1.95799994468689,NA
2015-05-01,Level,1.99100005626678,NA
2015-05-02,Level,2.01600003242493,NA
2015-05-03,Level,2.03399991989136,NA
2015-05-04,Level,2.06299996376038,NA
2015-05-05,Level,2.10500001907349,NA
2015-05-06,Level,2.12199997901917,NA
2015-05-07,Level,2.14400005340576,NA
2015-05-08,Level,2.16599988937378,NA
2015-05-09,Level,2.19099998474121,NA
2015-05-10,Level,2.21300005912781,NA
2015-05-11,Level,2.23799991607666,NA
2015-05-12,Level,2.2590000629425,NA
2015-05-13,Level,2.27999997138977,NA
2015-05-14,Level,2.30699992179871,NA
2015-05-15,Level,2.32800006866455,NA
2015-05-16,Level,2.34899997711182,NA
2015-05-17,Level,2.38000011444092,NA
2015-05-18,Level,2.40599989891052,NA
2015-05-19,Level,2.43300008773804,NA
2015-05-20,Level,2.46399998664856,NA
2015-05-21,Level,2.49499988555908,NA
2015-05-22,Level,2.52600002288818,NA
2015-05-23,Level,2.55800008773804,NA
2015-05-24,Level,2.58599996566772,NA
2015-05-25,Level,2.6159999370575,NA
2015-05-26,Level,2.64400005340576,NA
2015-05-27,Level,2.66899991035461,NA
2015-05-28,Level,2.68899989128113,NA
2015-05-29,Level,2.74799990653992,NA
2015-05-30,Level,2.77900004386902,NA
2015-05-31,Level,2.78800010681152,NA
2015-06-01,Level,2.81399989128113,NA
2015-06-02,Level,2.83800005912781,NA
2015-06-03,Level,2.87100005149841,NA
2015-06-04,Level,2.89499998092651,NA
2015-06-05,Level,2.91400003433228,NA
2015-06-06,Level,2.93300008773804,NA
2015-06-07,Level,2.94799995422363,NA
2015-06-08,Level,2.96600008010864,NA
2015-06-09,Level,2.97000002861023,NA
2015-06-10,Level,2.97499990463257,NA
2015-06-11,Level,2.99499988555908,NA
2015-06-12,Level,3.01600003242493,NA
2015-06-13,Level,2.99399995803833,NA
2015-06-14,Level,2.98300004005432,NA
2015-06-15,Level,2.98699998855591,NA
2015-06-16,Level,2.98099994659424,NA
2015-06-17,Level,2.98000001907349,NA
2015-06-18,Level,2.9779999256134,NA
2015-06-19,Level,2.99200010299683,NA
2015-06-20,Level,2.98699998855591,NA
2015-06-21,Level,2.97000002861023,NA
2015-06-22,Level,2.96300005912781,NA
2015-06-23,Level,2.95199990272522,NA
2015-06-24,Level,2.94000005722046,NA
2015-06-25,Level,2.92600011825562,NA
2015-06-26,Level,2.91599988937378,NA
2015-06-27,Level,2.90199995040894,NA
2015-06-28,Level,2.88700008392334,NA
2015-06-29,Level,2.86800003051758,NA
2015-06-30,Level,2.85599994659424,NA
2015-07-01,Level,2.83299994468689,NA
2015-07-02,Level,2.81500005722046,NA
2015-07-03,Level,2.80999994277954,NA
2015-07-04,Level,2.76799988746643,NA
2015-07-05,Level,2.74000000953674,NA
2015-07-06,Level,2.71600008010864,NA
2015-07-07,Level,2.68799996376038,NA
2015-07-08,Level,2.67899990081787,NA
2015-07-09,Level,2.64800000190735,NA
2015-07-10,Level,2.61800003051758,NA
2015-07-11,Level,2.60199999809265,NA
2015-07-12,Level,2.56800007820129,NA
2015-07-13,Level,2.54900002479553,NA
2015-07-14,Level,2.5239999294281,NA
2015-07-15,Level,2.50099992752075,NA
2015-07-16,Level,2.5,NA
2015-07-17,Level,2.44300007820129,NA
2015-07-18,Level,2.42600011825562,NA
2015-07-19,Level,2.38299989700317,NA
2015-07-20,Level,2.3529999256134,NA
2015-07-21,Level,2.33100008964539,NA
2015-07-22,Level,2.30699992179871,NA
2015-07-23,Level,2.2720000743866,NA
2015-07-24,Level,2.24600005149841,NA
2015-07-25,Level,2.22300004959106,NA
2015-07-26,Level,2.19700002670288,NA
2015-07-27,Level,2.17600011825562,NA
2015-07-28,Level,2.1489999294281,NA
2015-07-29,Level,2.12400007247925,NA
2015-07-30,Level,2.09400010108948,NA
2015-07-31,Level,2.07100009918213,NA
2015-08-01,Level,2.04900002479553,NA
2015-08-02,Level,2.03200006484985,NA
2015-08-03,Level,2.01600003242493,NA
2015-08-04,Level,1.98699998855591,NA
2015-08-05,Level,1.97800004482269,NA
2015-08-06,Level,1.95000004768372,NA
2015-08-07,Level,1.92299997806549,NA
2015-08-08,Level,1.89999997615814,NA
2015-08-09,Level,1.88999998569489,NA
2015-08-10,Level,1.86699998378754,NA
2015-08-11,Level,1.84099996089935,NA
2015-08-12,Level,1.82299995422363,NA
2015-08-13,Level,1.81299996376038,NA
2015-08-14,Level,1.78699994087219,NA
2015-08-15,Level,1.75999999046326,NA
2015-08-16,Level,1.74300003051758,NA
2015-08-17,Level,1.72899997234344,NA
2015-08-18,Level,1.70299994945526,NA
2015-08-19,Level,1.69900000095367,NA
2015-08-20,Level,1.66100001335144,NA
2015-08-21,Level,1.63699996471405,NA
2015-08-22,Level,1.59300005435944,NA
2015-08-23,Level,1.59700000286102,NA
2015-08-24,Level,1.57299995422363,NA
2015-08-25,Level,1.56099998950958,NA
2015-08-26,Level,1.53400003910065,NA
2015-08-27,Level,1.51900005340576,NA
2015-08-28,Level,1.48300004005432,NA
2015-08-29,Level,1.46800005435944,NA
2015-08-30,Level,1.44900000095367,NA
2015-08-31,Level,1.44599997997284,NA
2015-09-01,Level,1.4190000295639,NA
2015-09-02,Level,1.41299998760223,NA
2015-09-03,Level,1.39999997615814,NA
2015-09-04,Level,1.37899994850159,NA
2015-09-05,Level,1.35399997234344,NA
2015-09-06,Level,1.34200000762939,NA
2015-09-07,Level,1.32599997520447,NA
2015-09-08,Level,1.32200002670288,NA
2015-09-09,Level,1.32099997997284,NA
2015-09-10,Level,1.30999994277954,NA
2015-09-11,Level,1.30099999904633,NA
2015-09-12,Level,1.30799996852875,NA
2015-09-13,Level,1.30400002002716,NA
2015-09-14,Level,1.25999999046326,NA
2015-09-15,Level,1.24600005149841,NA
2015-09-16,Level,1.22699999809265,NA
2015-09-17,Level,1.21099996566772,NA
2015-09-18,Level,1.17999994754791,NA
2015-09-19,Level,1.19200003147125,NA
2015-09-20,Level,1.182000041008,NA
2015-09-21,Level,1.15600001811981,NA
2015-09-22,Level,1.12699997425079,NA
2015-09-23,Level,1.12399995326996,NA
2015-09-24,Level,1.11699998378754,NA
2015-09-25,Level,1.11500000953674,NA
2015-09-26,Level,1.11600005626678,NA
2015-09-27,Level,1.10099995136261,NA
2015-09-28,Level,1.07000005245209,NA
2015-09-29,Level,1.06900000572205,NA
2015-09-30,Level,1.06400001049042,NA
2015-10-01,Level,1.05599999427795,NA
2015-10-02,Level,1.06299996376038,NA
2015-10-03,Level,1.04100000858307,NA
2015-10-04,Level,1.02799999713898,NA
2015-10-05,Level,1.01900005340576,NA
2015-10-06,Level,1.00899994373322,NA
2015-10-07,Level,1.00300002098083,NA
2015-10-08,Level,0.977999985218048,NA
2015-10-09,Level,0.97299998998642,NA
2015-10-10,Level,0.989000022411346,NA
2015-10-11,Level,0.999000012874603,NA
2015-10-12,Level,0.973999977111816,NA
2015-10-13,Level,0.980000019073486,NA
2015-10-14,Level,0.975000023841858,NA
2015-10-15,Level,0.957000017166138,NA
2015-10-16,Level,0.958000004291534,NA
2015-10-17,Level,0.953000009059906,NA
2015-10-18,Level,0.948000013828278,NA
2015-10-19,Level,0.967999994754791,NA
2015-10-20,Level,0.939999997615814,NA
2015-10-21,Level,0.944999992847443,NA
2015-10-22,Level,0.949000000953674,NA
2015-10-23,Level,0.945999979972839,NA
2015-10-24,Level,0.943000018596649,NA
2015-10-25,Level,0.944999992847443,NA
2015-10-26,Level,0.971000015735626,NA
2015-10-27,Level,0.940999984741211,NA
2015-10-28,Level,0.940999984741211,NA
2015-10-29,Level,0.943000018596649,NA
2015-10-30,Level,0.958000004291534,NA
2015-10-31,Level,0.947000026702881,NA
2015-11-01,Level,0.968999981880188,NA
2015-11-02,Level,0.976999998092651,NA
2015-11-03,Level,0.972000002861023,NA
2015-11-04,Level,0.980000019073486,NA
2015-11-05,Level,0.987999975681305,NA
2015-11-06,Level,0.936999976634979,NA
2015-11-07,Level,0.973999977111816,NA
2015-11-08,Level,0.980000019073486,NA
2015-11-09,Level,0.958999991416931,NA
2015-11-10,Level,0.930000007152557,NA
2015-11-11,Level,0.982999980449676,NA
2015-11-12,Level,0.921000003814697,NA
2015-11-13,Level,0.967000007629394,NA
2015-11-14,Level,0.961000025272369,NA
2015-11-15,Level,0.977999985218048,NA
2015-11-16,Level,0.910000026226044,NA
2015-11-17,Level,0.999000012874603,NA
2015-11-18,Level,0.962999999523163,NA
2015-11-19,Level,0.982999980449676,NA
2015-11-20,Level,0.945999979972839,NA
2015-11-21,Level,0.939000010490418,NA
2015-11-22,Level,0.964999973773956,NA
2015-11-23,Level,0.971000015735626,NA
2015-11-24,Level,0.950999975204468,NA
2015-11-25,Level,0.931999981403351,NA
2015-11-26,Level,0.929000020027161,NA
2015-11-27,Level,0.925000011920929,NA
2015-11-28,Level,0.921000003814697,NA
2015-11-29,Level,0.916999995708466,NA
2015-11-30,Level,0.912999987602234,NA
2015-12-01,Level,0.908999979496002,NA
2015-12-02,Level,0.899999976158142,NA
2015-12-03,Level,0.921999990940094,NA
2015-12-04,Level,0.917999982833862,NA
2015-12-05,Level,0.919000029563904,NA
2015-12-06,Level,0.9200000166893,NA
2015-12-07,Level,0.930999994277954,NA
2015-12-08,Level,0.927999973297119,NA
2015-12-09,Level,0.939000010490418,NA
2015-12-10,Level,0.944000005722046,NA
2015-12-11,Level,0.931999981403351,NA
2015-12-12,Level,0.922999978065491,NA
2015-12-13,Level,0.941999971866608,NA
2015-12-14,Level,0.924000024795532,NA
2015-12-15,Level,0.926999986171722,NA
2015-12-16,Level,0.916000008583069,NA
2015-12-17,Level,0.887000024318695,NA
2015-12-18,Level,0.898999989032745,NA
2015-12-19,Level,0.897000014781952,NA
2015-12-20,Level,0.882000029087067,NA
2015-12-21,Level,0.888999998569489,NA
2015-12-22,Level,0.899999976158142,NA
2015-12-23,Level,0.898999989032745,NA
2015-12-24,Level,0.88400000333786,NA
2015-12-25,Level,0.870999991893768,NA
2015-12-26,Level,0.864000022411346,NA
2015-12-27,Level,0.870000004768372,NA
2015-12-28,Level,0.862999975681305,NA
2015-12-29,Level,0.85699999332428,NA
2015-12-30,Level,0.84799998998642,NA
2015-12-31,Level,0.83899998664856,NA
2016-01-01,Level,0.830999970436096,NA
2016-01-02,Level,0.823000013828278,NA
2016-01-03,Level,0.816999971866608,NA
2016-01-04,Level,0.805000007152557,NA
2016-01-05,Level,0.801999986171722,NA
2016-01-06,Level,0.795000016689301,NA
2016-01-07,Level,0.785000026226044,NA
2016-01-08,Level,0.778999984264374,NA
2016-01-09,Level,0.772000014781952,NA
2016-01-10,Level,0.764999985694885,NA
2016-01-11,Level,0.758000016212463,NA
2016-01-12,Level,0.754000008106232,NA
2016-01-13,Level,0.754999995231628,NA
2016-01-14,Level,0.754999995231628,NA
2016-01-15,Level,0.754000008106232,NA
2016-01-16,Level,0.751999974250793,NA
2016-01-17,Level,0.751999974250793,NA
2016-01-18,Level,0.748000025749207,NA
2016-01-19,Level,0.742999970912933,NA
2016-01-20,Level,0.735000014305115,NA
2016-01-21,Level,0.736999988555908,NA
2016-01-22,Level,0.740000009536743,NA
2016-01-23,Level,0.737999975681305,NA
2016-01-24,Level,0.731000006198883,NA
2016-01-25,Level,0.72299998998642,NA
2016-01-26,Level,0.711000025272369,NA
2016-01-27,Level,0.711000025272369,NA
2016-01-28,Level,0.703999996185303,NA
2016-01-29,Level,0.704999983310699,NA
2016-01-30,Level,0.703999996185303,NA
2016-01-31,Level,0.698000013828278,NA
2016-02-01,Level,0.693000018596649,NA
2016-02-02,Level,0.680999994277954,NA
2016-02-03,Level,0.676999986171722,NA
2016-02-04,Level,0.671999990940094,NA
2016-02-05,Level,0.666000008583069,NA
2016-02-06,Level,0.667999982833862,NA
2016-02-07,Level,0.669000029563904,NA
2016-02-08,Level,0.667999982833862,NA
2016-02-09,Level,0.672999978065491,NA
2016-02-10,Level,0.667999982833862,NA
2016-02-11,Level,0.662000000476837,NA
2016-02-12,Level,0.662000000476837,NA
2016-02-13,Level,0.662000000476837,NA
2016-02-14,Level,0.657000005245209,NA
2016-02-15,Level,0.65200001001358,NA
2016-02-16,Level,0.647000014781952,NA
2016-02-17,Level,0.654999971389771,NA
2016-02-18,Level,0.648000001907349,NA
2016-02-19,Level,0.646000027656555,NA
2016-02-20,Level,0.639999985694885,NA
2016-02-21,Level,0.638999998569489,NA
2016-02-22,Level,0.637000024318695,NA
2016-02-23,Level,0.632000029087067,NA
2016-02-24,Level,0.629000008106232,NA
2016-02-25,Level,0.623000025749207,NA
2016-02-26,Level,0.620999991893768,NA
2016-02-27,Level,0.616999983787537,NA
2016-02-28,Level,0.623000025749207,NA
2016-02-29,Level,0.628000020980835,NA
2016-03-01,Level,0.633000016212463,NA
2016-03-02,Level,0.629999995231628,NA
2016-03-03,Level,0.632000029087067,NA
2016-03-04,Level,0.620999991893768,NA
2016-03-05,Level,0.628000020980835,NA
2016-03-06,Level,0.638999998569489,NA
2016-03-07,Level,0.630999982357025,NA
2016-03-08,Level,0.625999987125397,NA
2016-03-09,Level,0.621999979019165,NA
2016-03-10,Level,0.624000012874603,NA
2016-03-11,Level,0.616999983787537,NA
2016-03-12,Level,0.616999983787537,NA
2016-03-13,Level,0.615000009536743,NA
