"date","year","month","n_days","tas_mean_C","pr_total_mm"
2018-02-01,2018,2,28,-20.1954852275949,47.1059056113225
2018-03-01,2018,3,31,-6.07106259570617,59.8118695254329
2018-04-01,2018,4,30,-7.16079634228899,78.0466315938733
2018-05-01,2018,5,31,-2.55842063685182,75.4684641853993
2018-06-01,2018,6,30,1.66652918654163,66.5929064107618
2018-07-01,2018,7,31,13.3859608763459,161.774888993662
2018-08-01,2018,8,31,12.3037250816114,126.368750235519
2018-09-01,2018,9,30,6.67571690257593,88.6119700068106
2018-10-01,2018,10,31,-0.96463925867755,116.386864125723
2018-11-01,2018,11,30,-6.66407247716258,112.832554205858
2018-12-01,2018,12,31,-11.5111069454691,87.9257064754124
