Date,Parameter,Discharge_cms,Symbol
1960-06-01,Flow,52.0999984741211,E
1960-06-02,Flow,50.4000015258789,E
1960-06-03,Flow,48.4000015258789,E
1960-06-04,Flow,46.4000015258789,E
1960-06-05,Flow,44.5,E
1960-06-06,Flow,42.7999992370605,E
1960-06-07,Flow,40.7999992370605,E
1960-06-08,Flow,38.7999992370605,E
1960-06-09,Flow,37.7000007629395,E
1960-06-10,Flow,36.2000007629395,E
1960-06-11,Flow,35.0999984741211,E
1960-06-12,Flow,33.0999984741211,E
1960-06-13,Flow,32.5999984741211,E
1960-06-14,Flow,32.2999992370605,NA
1960-06-15,Flow,31.1000003814697,NA
1960-06-16,Flow,30.2999992370605,NA
1960-06-17,Flow,29.3999996185303,NA
1960-06-18,Flow,27.2000007629395,NA
1960-06-19,Flow,26.3999996185303,NA
1960-06-20,Flow,26.6000003814697,NA
1960-06-21,Flow,26.2999992370605,NA
1960-06-22,Flow,24.6000003814697,NA
1960-06-23,Flow,23.2000007629395,NA
1960-06-24,Flow,22.1000003814697,NA
1960-06-25,Flow,21.5,NA
1960-06-26,Flow,20.6000003814697,NA
1960-06-27,Flow,20.2000007629395,NA
1960-06-28,Flow,19.8999996185303,NA
1960-06-29,Flow,19.6000003814697,NA
1960-06-30,Flow,19.2999992370605,NA
1960-07-01,Flow,18.7000007629395,NA
1960-07-02,Flow,17,NA
1960-07-03,Flow,15.6999998092651,NA
1960-07-04,Flow,14.6999998092651,NA
1960-07-05,Flow,13.6000003814697,NA
1960-07-06,Flow,13,NA
1960-07-07,Flow,11.8999996185303,NA
1960-07-08,Flow,11.1999998092651,NA
1960-07-09,Flow,10.1999998092651,NA
1960-07-10,Flow,9.71000003814697,NA
1960-07-11,Flow,8.8100004196167,NA
1960-07-12,Flow,8.55000019073486,NA
1960-07-13,Flow,7.98999977111816,E
1960-07-14,Flow,7.67000007629395,NA
1960-07-15,Flow,7.1399998664856,NA
1960-07-16,Flow,6.63000011444092,NA
1960-07-17,Flow,6.53999996185303,NA
1960-07-18,Flow,6.48000001907349,NA
1960-07-19,Flow,6.28999996185303,NA
1960-07-20,Flow,6.03000020980835,NA
1960-07-21,Flow,5.71999979019165,NA
1960-07-22,Flow,5.38000011444092,NA
1960-07-23,Flow,5.07000017166138,NA
1960-07-24,Flow,5.03999996185303,NA
1960-07-25,Flow,4.98000001907349,NA
1960-07-26,Flow,4.90000009536743,NA
1960-07-27,Flow,4.80999994277954,NA
1960-07-28,Flow,4.69999980926514,NA
1960-07-29,Flow,4.44999980926514,NA
1960-07-30,Flow,4.19000005722046,NA
1960-07-31,Flow,4.19000005722046,NA
1960-08-01,Flow,4.19000005722046,NA
1960-08-02,Flow,4.1100001335144,NA
1960-08-03,Flow,4.01999998092651,NA
1960-08-04,Flow,3.84999990463257,NA
1960-08-05,Flow,3.76999998092651,NA
1960-08-06,Flow,3.76999998092651,NA
1960-08-07,Flow,3.59999990463257,NA
1960-08-08,Flow,3.45000004768372,NA
1960-08-09,Flow,3.33999991416931,NA
1960-08-10,Flow,3.17000007629395,NA
1960-08-11,Flow,3.08999991416931,NA
1960-08-12,Flow,2.92000007629395,NA
1960-08-13,Flow,2.92000007629395,NA
1960-08-14,Flow,3.17000007629395,NA
1960-08-15,Flow,3.33999991416931,NA
1960-08-16,Flow,3.50999999046326,NA
1960-08-17,Flow,3.50999999046326,NA
1960-08-18,Flow,3.4300000667572,NA
1960-08-19,Flow,3.33999991416931,NA
1960-08-20,Flow,3.27999997138977,NA
1960-08-21,Flow,3.50999999046326,NA
1960-08-22,Flow,3.5699999332428,NA
1960-08-23,Flow,3.59999990463257,NA
1960-08-24,Flow,3.76999998092651,NA
1960-08-25,Flow,3.84999990463257,NA
1960-08-26,Flow,3.76999998092651,NA
1960-08-27,Flow,3.59999990463257,NA
1960-08-28,Flow,3.59999990463257,NA
1960-08-29,Flow,3.59999990463257,NA
1960-08-30,Flow,4.19000005722046,NA
1960-08-31,Flow,4.28000020980835,NA
1960-09-01,Flow,4.3600001335144,NA
1960-09-02,Flow,4.3600001335144,NA
1960-09-03,Flow,4.28000020980835,NA
1960-09-04,Flow,4.19000005722046,NA
1960-09-05,Flow,4.19000005722046,NA
1960-09-06,Flow,4.01999998092651,NA
1960-09-07,Flow,3.84999990463257,NA
1960-09-08,Flow,3.76999998092651,NA
1960-09-09,Flow,3.33999991416931,NA
1960-09-10,Flow,3.33999991416931,NA
1960-09-11,Flow,3.17000007629395,NA
1960-09-12,Flow,3,NA
1960-09-13,Flow,2.92000007629395,NA
1960-09-14,Flow,2.75,NA
1960-09-15,Flow,2.75,NA
1960-09-16,Flow,2.66000008583069,NA
1960-09-17,Flow,2.66000008583069,NA
1960-09-18,Flow,2.57999992370605,NA
1960-09-19,Flow,2.66000008583069,NA
1960-09-20,Flow,2.66000008583069,NA
1960-09-21,Flow,2.57999992370605,NA
1960-09-22,Flow,2.66000008583069,NA
1960-09-23,Flow,3.08999991416931,NA
1960-09-24,Flow,3.33999991416931,NA
1960-09-25,Flow,3.4300000667572,NA
1960-09-26,Flow,3.50999999046326,NA
