Date,Discharge_cms
1950-08-09,28.600000381469727
1950-08-10,27.5
1950-08-11,26.5
1950-08-12,26.100000381469727
1950-08-13,25.899999618530277
1950-08-14,26.100000381469727
1950-08-15,26.299999237060547
1950-08-16,26.5
1950-08-17,26.5
1950-08-18,26.5
1950-08-19,26.299999237060547
1950-08-20,25.5
1950-08-21,25.5
1950-08-22,25.5
1950-08-23,25.5
1950-08-24,25.100000381469727
1950-08-25,24.5
1950-08-26,24.100000381469727
1950-08-27,23.5
1950-08-28,23.100000381469727
1950-08-29,22.700000762939453
1950-08-30,22.100000381469727
1950-08-31,21.899999618530277
1950-09-01,21.899999618530277
1950-09-02,21.5
1950-09-03,21.299999237060547
1950-09-04,21.100000381469727
1950-09-05,20.700000762939453
1950-09-06,20.100000381469727
1950-09-07,19.5
1950-09-08,19.200000762939453
1950-09-09,19
1950-09-10,18.799999237060547
1950-09-11,18.600000381469727
1950-09-12,18.399999618530277
1950-09-13,18.100000381469727
1950-09-14,17.700000762939453
1950-09-15,17.299999237060547
1950-09-16,17.200000762939453
1950-09-17,16.799999237060547
1950-09-18,16.600000381469727
1950-09-19,16.399999618530273
1950-09-20,16.200000762939453
1950-09-21,15.899999618530272
1950-09-22,15.699999809265137
1950-09-23,15.5
1950-09-24,15.699999809265137
1950-09-25,15.899999618530272
1950-09-26,15.300000190734863
1950-09-27,15
1950-09-28,14.199999809265137
1950-09-29,14
1950-09-30,13.800000190734863
1950-10-01,13.199999809265137
1950-10-02,13.100000381469728
1950-10-03,13
1950-10-04,12.899999618530272
1950-10-05,12.699999809265137
1950-10-06,12.600000381469728
1950-10-07,12.5
1950-10-08,12.600000381469728
1950-10-09,12.5
1950-10-10,12.399999618530272
1950-10-11,12.199999809265137
1950-10-12,11.899999618530272
1950-10-13,11.600000381469728
1950-10-14,11.5
1950-10-15,11.800000190734863
1950-10-16,11.5
1950-10-17,11.300000190734863
1950-10-18,11.199999809265137
1950-10-19,11.199999809265137
1950-10-20,11.300000190734863
1950-10-21,11.5
1950-10-22,12.199999809265137
1950-10-23,11.5
1950-10-24,9.90999984741211
1950-10-25,9.0600004196167
1950-10-26,8.640000343322754
1950-10-27,9.630000114440918
1950-10-28,9.90999984741211
1950-10-29,9.489999771118164
1950-10-30,9.489999771118164
1950-10-31,9.489999771118164
1950-11-01,9.0600004196167
1950-11-02,8.779999732971191
1950-11-03,9.489999771118164
1950-11-04,9.489999771118164
1950-11-05,9.630000114440918
1950-11-06,9.489999771118164
1950-11-07,9.489999771118164
1950-11-08,9.199999809265137
1950-11-09,8.5
1950-11-10,8.640000343322754
1950-11-11,8.779999732971191
1950-11-12,8.920000076293945
1950-11-13,9.0600004196167
1950-11-14,7.869999885559082
1950-11-15,8.239999771118164
1950-11-16,8.239999771118164
1950-11-17,8.239999771118164
1950-11-18,7.21999979019165
1950-11-19,6.739999771118164
1950-11-20,7.139999866485596
1950-11-21,7.559999942779541
1950-11-22,7.989999771118164
1950-11-23,8.380000114440918
1950-11-24,8.380000114440918
1950-11-25,7.989999771118164
1950-11-26,8.100000381469727
1950-11-27,8.239999771118164
1950-11-28,8.239999771118164
1950-11-29,8.239999771118164
1950-11-30,8.239999771118164
1950-12-01,8.239999771118164
1950-12-02,8.239999771118164
1950-12-03,8.239999771118164
1950-12-04,8.239999771118164
1950-12-05,8.239999771118164
1950-12-06,8.239999771118164
1950-12-07,8.380000114440918
1950-12-08,8.5
1950-12-09,8.5
1950-12-10,8.5
1950-12-11,8.640000343322754
1950-12-12,8.5
1950-12-13,8.5
1950-12-14,8.5
1950-12-15,8.380000114440918
1950-12-16,8.380000114440918
1950-12-17,8.5
1950-12-18,8.5
1950-12-19,8.640000343322754
1950-12-20,8.779999732971191
1950-12-21,8.640000343322754
1950-12-22,8.5
1950-12-23,8.5
1950-12-24,8.380000114440918
1950-12-25,8.239999771118164
1950-12-26,8.100000381469727
1950-12-27,7.989999771118164
1950-12-28,7.869999885559082
1950-12-29,7.989999771118164
1950-12-30,8.100000381469727
1950-12-31,8.239999771118164
1951-04-01,8.100000381469727
1951-04-02,8.100000381469727
1951-04-03,8.100000381469727
1951-04-04,8.100000381469727
1951-04-05,8.239999771118164
1951-04-06,8.380000114440918
1951-04-07,8.5
1951-04-08,8.640000343322754
1951-04-09,8.5
1951-04-10,8.5
1951-04-11,8.920000076293945
1951-04-12,9.630000114440918
1951-04-13,9.199999809265137
1951-04-14,9.0600004196167
1951-04-15,9.199999809265137
1951-04-16,9.34000015258789
1951-04-17,11.5
1951-04-18,11.899999618530272
1951-04-19,12.399999618530272
1951-04-20,13.399999618530272
1951-04-21,14.100000381469728
1951-04-22,14.5
1951-04-23,14.699999809265137
1951-04-24,14.899999618530272
1951-04-25,15.300000190734863
1951-04-26,15.5
1951-04-27,15.899999618530272
1951-04-28,17.600000381469727
1951-04-29,18.700000762939453
1951-04-30,20
1951-05-01,21
1951-05-02,22.100000381469727
1951-05-03,22.799999237060547
1951-05-04,24
1951-05-05,25.299999237060547
1951-05-06,27.100000381469727
1951-05-07,28.100000381469727
1951-05-08,28.600000381469727
1951-05-09,35.70000076293945
1951-05-10,37.09999847412109
1951-05-11,39.900001525878906
1951-05-12,46.400001525878906
1951-05-13,52.70000076293945
1951-05-14,64
1951-05-15,47
1951-05-16,38.79999923706055
1951-05-17,45.900001525878906
1951-05-18,50.09999847412109
1951-05-19,53.5
1951-05-20,57.20000076293945
1951-05-21,68
1951-05-22,109
1951-05-23,106
1951-05-24,106
1951-05-25,108
1951-05-26,120
1951-05-27,124
1951-05-28,129
1951-05-29,135
1951-05-30,135
1951-05-31,137
1951-06-01,135
1951-06-02,133
1951-06-03,125
1951-06-04,122
1951-06-05,123
1951-06-06,120
